-502,486,10311,57,-850,-62
-509,497,10313,-553,-850,-62
-478,509,10264,-553,-240,-62
-494,517,10328,-553,-850,-62
-480,533,10323,-553,-850,-62
-490,512,10370,57,-240,-62
-497,512,10311,-553,-240,-672
-483,526,10320,57,-240,-62
-485,500,10309,-553,-850,-62
-494,514,10339,-553,-240,-62
-468,517,10311,-553,-240,-62
-480,507,10316,57,-240,-62
-499,505,10353,57,-850,-62
-504,536,10332,-553,369,-672
-494,533,10344,-553,-240,547
-502,524,10311,-553,-240,-62
-502,488,10273,-553,-240,-62
-475,540,10325,57,-240,-62
-478,512,10309,57,-240,-62
-480,533,10335,57,-240,-62
-494,526,10309,57,-850,547
-487,500,10325,57,-850,-62
-492,507,10309,57,-240,-62
-487,509,10304,57,-850,-62
-483,502,10328,-553,-240,547
-492,507,10323,57,-240,-672
-487,512,10297,57,-240,-62
-492,526,10358,57,-240,-62
-468,495,10323,-553,-240,-62
-480,505,10335,57,-240,-62
-506,517,10311,57,-240,547
-509,521,10318,57,-240,547
-478,497,10313,57,-240,-62
-492,509,10311,57,-850,-62
-492,538,10330,-553,-240,-672
-485,505,10332,-553,369,-62
-478,505,10332,57,-240,547
-492,505,10335,-553,-240,547
-478,531,10313,57,-240,547
-494,497,10332,57,-240,547
-516,502,10356,57,-240,-62
-487,517,10316,57,369,-62
-494,517,10313,-553,-850,-62
-480,531,10342,-553,369,-62
-478,507,10323,-553,-240,-62
-487,502,10311,57,-240,-62
-502,517,10313,-553,-850,547
-478,512,10337,-553,-240,-62
-487,483,10318,57,-240,-62
-483,507,10313,57,-240,-62
-475,512,10302,-553,-850,-62
-487,509,10302,-553,-240,-62
-473,517,10328,57,-850,547
-478,495,10320,-553,-240,547
-485,509,10325,57,369,547
-485,512,10325,57,-240,-62
-499,519,10320,57,-240,-672
-483,533,10323,-553,-240,-672
-468,404,9885,1886,979,-62
-678,445,10608,-553,369,-62
-430,674,10066,-2382,-1460,-62
-471,588,10523,1276,2199,-672
-514,416,10269,-2992,369,-62
-483,454,10283,1276,-240,547
-473,550,10337,-553,-1460,547
-456,545,10278,57,-850,547
-461,521,10335,666,-240,-672
-494,454,10280,-553,-240,-62
-535,505,10339,57,-240,-62
-514,543,10311,57,-1460,547
-442,550,10358,666,-240,547
-471,536,10365,-553,-240,-62
-509,512,10290,-553,369,-672
-506,440,10306,1276,-240,-62
-466,488,10344,666,-850,-62
-452,555,10273,1276,-1460,547
-545,495,10361,6764,-850,547
-487,629,10516,-1163,-3289,-62
-435,502,10109,-1773,-1460,-62
-554,528,10462,1276,2199,-62
-480,502,10243,-1163,-850,-62
-463,519,10252,2496,-850,-62
-497,514,10363,2496,-850,1157
-468,495,10292,1886,-850,-62
-475,526,10342,2496,-240,-62
-473,517,10325,1276,-850,-62
-483,555,10335,1276,-240,-672
-480,519,10299,1276,-240,-62
-494,497,10306,1276,369,-62
-471,490,10358,1886,-240,-62
-485,528,10330,1276,-850,547
-494,560,10290,1276,-850,-62
-478,548,10339,1276,-850,-672
-473,517,10356,1276,-850,-62
-494,533,10346,1276,369,547
-502,512,10288,666,-240,-62
-478,490,10297,1276,-850,-62
-478,531,10313,1886,-240,547
-514,545,10342,1886,-240,-62
-494,495,10292,666,-850,-672
-463,507,10339,1276,-240,547
-475,555,10328,666,-240,-62
-499,571,10320,57,-240,547
-473,531,10325,57,-240,-672
-485,502,10342,57,-850,-672
-480,538,10299,57,-850,-62
-504,545,10318,-553,-240,-62
-480,543,10318,57,-240,547
-466,495,10344,-553,-240,-62
-475,500,10342,-553,-850,547
-485,543,10320,-553,369,-62
-492,521,10316,57,369,-62
-487,514,10323,57,369,-62
-494,517,10323,57,369,-672
-473,579,10309,57,979,547
-478,526,10302,-1163,4638,1767
-478,576,10339,-2382,5248,1767
-533,550,10335,-2382,2199,1157
-511,462,10320,57,-9387,-1892
-492,493,10325,1276,-9996,-3111
-616,283,10328,-553,-7557,-5550
-494,502,10325,-1163,-10606,-8599
-456,548,10323,57,-2679,2377
-473,548,10332,57,979,1767
-499,469,10335,57,979,-672
-492,526,10337,57,2809,-672
-506,560,10304,-1773,4638,-1892
-537,471,10309,-4821,3418,-1282
-514,505,10313,-3602,-2070,-6160
-433,586,10311,-3602,-850,-9819
-592,796,10372,-31651,5248,-27501
-668,283,10488,-120675,16223,-46404
-697,96,10151,-215187,89394,-31770
-671,-75,10711,-187748,81467,37741
-387,536,11006,-154821,2199,13962
-561,240,10933,-57870,51589,-14087
-752,261,10789,11642,60735,-36648
-726,-36,10749,55543,68052,-20794
-697,493,10716,74446,62565,-62
-442,526,10565,98836,105857,-29940
-533,514,10259,112251,113174,-60428
-685,390,10217,97617,71711,-67745
-838,220,10372,82373,47930,-65306
-745,416,9995,54934,87565,-41526
-568,808,10153,-4821,96711,-53721
-692,684,10445,26276,59516,-47014
-683,638,10076,86641,41223,-26282
-730,805,9904,48226,40004,-45184
-804,636,10123,-43846,43052,-59819
-878,588,10643,-48724,13784,-76282
-776,607,10448,-35309,24150,-101892
-1019,600,10349,-30431,52199,-112867
-781,581,10346,-35309,30248,-100062
-969,345,10283,-60919,369,-137258
-1207,68,10149,-107260,-57556,-179940
-1448,271,9953,-130431,-131947,-186648
-1684,502,10448,-167626,-189873,-172014
-1126,502,10544,-135919,-188044,-167745
-1059,-232,10165,-82870,-84995,-178111
-618,-619,9407,-55431,-76459,-184818
-1384,-571,9364,-71895,-175239,-113477
-1164,56,10158,-113968,-225239,-64697
-251,254,10563,-39577,-145361,-95794
-208,151,10874,83592,-90483,-143965
-504,-84,10492,214690,-61825,-90916
-230,-473,10186,159812,-35605,-53721
55,-383,9873,67739,24150,10303
198,-96,9809,15910,30248,22498
-270,352,10236,15301,-17313,19449
-316,471,10641,72617,-31947,8474
-135,686,10582,137861,16833,-9819
-318,703,10728,204934,19272,-38477
-387,538,10608,256763,41833,-51892
-595,801,10094,218348,79028,-53111
-540,739,10259,100056,69272,-64697
-537,820,10488,65909,52199,-48233
-371,772,10236,66519,81467,-52501
-514,598,10005,60422,64394,-50672
-540,622,10024,61641,19272,-21404
-573,655,10033,38470,23540,-3111
-604,684,10191,12252,34516,-2501
-351,622,10200,25057,22930,-11648
-592,574,10139,9813,5248,-35428
-473,877,10163,-15187,-20972,-41526
-761,803,10320,20179,-37434,-28111
-773,622,10445,20788,-29508,-8599
-580,739,10450,-10919,11955,-8599
-642,856,10547,9203,16223,-21404
-602,748,10617,54934,3418,-22623
-711,667,10554,87251,34516,-36648
-752,519,10346,68348,63784,-53111
-721,705,10054,9813,83296,-47623
-819,825,9960,-84699,75369,-30550
-802,708,10014,-239577,47930,-20184
-819,602,10280,-342016,71101,15181
-831,622,10226,-473114,116833,7255
-702,340,10372,-674333,192443,-65306
-792,209,10594,-675553,194272,-90916
-697,58,10450,-503602,123540,-95184
-809,-406,10276,-351163,54028,-101892
-1021,-554,10297,-201163,-14265,-57989
-904,-531,10320,-123724,-27069,-36648
-976,-454,10266,-65187,4028,-31160
-974,-478,10250,-35919,16833,-33599
-912,-502,10134,-21285,14394,-31160
-897,-454,10050,-41407,8906,-36648
-916,-516,10158,-70675,-2679,-40916
-985,-574,10342,-59699,-26459,-36648
-988,-564,10384,-43846,-25849,-33599
-1038,-743,10353,-65797,-6338,-42136
-988,-784,10158,-94455,369,-42745
-990,-764,10196,-95675,-14874,-43965
-1047,-714,10375,-39577,-30727,-36648
-1005,-796,10262,25666,-5118,-29331
-902,-843,10064,48836,-8167,-17745
-921,-764,10191,54934,-45361,-5550
-735,-695,10445,94568,-56947,-1892
-690,-597,10372,156153,-31947,-11648
-790,-447,10363,198836,-30117,-44575
-912,-406,10243,248836,-41703,-32989
-993,-340,10335,211641,-48410,-29940
-840,-275,10316,193958,-20972,-32379
-966,-347,10156,209812,-21582,-34209
-871,-196,10160,198836,-49629,-21404
-664,-67,10429,193958,-50239,-36038
-685,-29,10398,254324,-55727,-37867
-733,194,10570,279324,-92312,-26892
-559,218,10728,292129,-73410,-39087
-583,242,10507,286641,-15484,-53721
-752,395,10403,257373,-13045,-57989
-742,373,10332,265909,-9387,-44575
-742,638,10257,249446,12565,-38477
-735,755,10412,236031,15004,-50672
-678,722,10236,242739,12565,-47623
-704,540,10207,240300,11955,-37867
-792,576,10269,207373,-14874,-5550
-721,856,10184,154934,18662,7864
-618,1011,10323,137251,45491,-3111
-561,1125,10158,134812,23540,-40306
-785,1032,10243,157983,979,-29331
-814,1018,10313,154934,-14265,-17136
-811,1061,10071,86031,39394,-7989
-914,1156,10064,-42016,60126,4206
-769,1297,10174,-190187,57687,3596
-714,1386,10028,-331041,79028,547
-587,1094,10191,-437138,64394,-26282
-688,1032,10353,-431651,11955,-47623
-738,741,10024,-412138,-8777,-47623
-955,445,10012,-445675,-58166,-23843
-771,263,10377,-473114,-86215,4206
-602,123,10551,-445675,-44142,8474
-523,-67,10584,-344455,-11826,-15306
-788,-144,10462,-244455,-20362,-26892
-757,-280,10370,-203602,-39873,-31770
-816,-366,10278,-233480,-27069,-40306
-802,-523,10280,-275553,-33166,-40916
-778,-490,10280,-304821,-27678,-41526
-671,-535,10476,-308480,-34386,-48233
-592,-645,10528,-236529,-6948,-56770
-640,-817,10384,-51773,14394,-32379
-740,-812,10163,31763,3418,-12258
-759,-841,10372,24447,10126,-672
-599,-719,10686,114690,56467,2377
-623,-717,10582,262251,81467,-6770
-778,-511,10311,315909,94882,-18355
-752,-464,10104,270787,100369,-26892
-966,-282,10094,222007,122930,-25062
-988,-165,10073,182983,97321,-15916
-890,-101,10191,198836,72930,-5550
-873,-34,10163,223836,52809,-11038
-964,-65,10080,209202,30248,-12867
-1045,1,10137,147617,24760,-2501
-931,123,10431,100665,24150,3596
-831,194,10349,106153,48540,-5550
-981,192,10403,107373,32687,-8599
-897,132,10396,101885,44272,-10428
-1067,180,10170,69568,70491,-17745
-1090,326,10245,13471,56467,-15306
-997,400,10565,56763,52199,-9209
-1000,421,10438,82983,113174,-35428
-1064,357,10412,19569,137565,-64087
-1050,187,10252,-27992,143052,-80550
-1319,178,10068,-32870,141223,-55550
-1326,306,10064,-60309,110735,-26892
-1317,528,10116,-79212,112565,-29331
-1388,297,10123,-112748,143052,-53721
-1410,115,10061,-132260,166833,-45794
-1500,113,10172,-168846,149150,-52501
-1541,-41,10231,-195065,135126,-64087
-1567,-218,10200,-188358,146711,-57989
-1691,-94,9687,-215797,115004,-37867
-1724,-542,10186,-313968,36345,-23233
-1589,-485,10264,-293846,-240,14572
-1641,-294,9974,-310309,-14265,1767
-1579,-569,10259,-327992,-79508,-9209
-1429,-698,10394,-229821,-109386,-672
-1453,-731,10335,-120675,-114264,-8599
-1558,-760,10382,-68236,-120971,-3111
-1460,-624,10123,-37748,-105117,3596
-1393,-745,10167,-56651,-113654,-12258
-1155,-798,10182,23227,-158166,-20184
-1303,-807,10141,115909,-244751,-30550
-1307,-951,10403,133592,-296581,-25672
-1155,-905,10419,106763,-221581,-31160
-1136,-798,10304,47007,-177678,-64087
-902,-581,10363,53104,-195361,-87867
-833,-397,10426,165300,-197800,-88477
-878,-528,10351,280543,-212434,-66526
-1057,-516,10306,301275,-217312,-13477
-785,-335,10514,236641,-145361,23107
-711,-168,10511,208592,-58166,5425
-566,-91,10288,282373,-60605,-1282
-714,39,10182,357982,-119142,13352
-690,72,10219,333592,-115483,17011
-654,20,10262,256763,-47190,10913
-628,218,10198,211031,-14265,28595
-380,433,10339,189080,19882,24327
-556,469,10285,241519,32077,18229
-580,569,10163,228714,25979,30424
-554,715,10153,156763,54028,3596
-576,736,10408,137861,53418,-6160
-525,643,10448,184812,53418,-4940
-618,636,10288,165909,72930,-14087
-654,729,10125,114690,67443,-12867
-657,882,10280,58592,42443,-14697
-678,951,10443,31763,43052,-33599
-599,1016,10455,-7870,94272,-57989
-599,908,10200,-17626,152199,-76282
-807,798,10113,7374,93662,-61648
-909,719,10215,-3602,26589,-42136
-900,751,10372,-80431,49150,-44575
-871,891,10415,-166407,122321,-80550
-966,610,10233,-123724,129638,-77501
-1024,416,10007,-38358,61955,-40306
-1045,531,10120,-24334,-14265,-1282
-1009,636,10297,-16407,-14265,5425
-990,648,10325,-7870,8296,3596
-947,574,10130,-1773,21711,-672
-1000,583,10297,-553,-14874,10303
-928,626,10344,25057,-17313,16401
-1024,648,10320,4935,-12435,13352
-904,653,10273,-8480,-2679,6035
-1016,569,10163,7984,979,19449
-897,705,10184,3105,-28288,27376
-897,758,10273,3105,-22801,18839
-893,655,10288,-9699,-19143,4206
-919,645,10332,-27382,-20362,4816
-907,743,10318,-62748,3418,-1282
-950,688,10243,18959,29638,-17136
-928,770,10137,-214577,3418,-22014
-802,526,10342,-245065,-28898,-26892
-897,490,10264,-254212,-240,-31770
-933,309,10288,-262748,-6338,-31160
-959,182,10280,-245065,-8167,-20794
-795,44,10386,-218846,-5118,-12867
-978,-48,10316,-183480,-14874,-23843
-940,-141,10266,-188968,-25239,-25062
-947,-165,10358,-189577,-16094,-25062
-859,-230,10601,-276163,-16704,-18355
-859,-301,10403,7984,7077,-8599
-928,-342,10210,72617,-6338,10303
-1000,-332,10346,59202,-20362,19449
-826,-72,10573,124446,5857,37741
-833,104,10384,32983,28418,22498
-938,111,10445,207373,4028,12742
-759,75,10236,237861,30857,6645
-931,144,10101,206763,52809,-11648
-952,309,10356,181153,8906,-1892
-919,371,10464,209202,27199,-7989
-928,459,10238,244568,56467,-17745
-1059,433,9941,223226,48540,-15306
-1083,564,10014,150665,-1460,-3111
-962,512,10255,85422,-20362,6645
-1007,622,10285,79324,-8167,17011
-895,653,10389,81153,-13045,11523
-938,636,10358,86031,979,-672
-993,760,10158,117129,-5118,1157
-990,705,10200,86031,-17923,2986
-943,772,10222,76275,-11826,17011
-904,777,10368,103714,-13045,24327
-909,820,10219,145787,-9387,23107
-1031,875,10332,108592,-28288,21278
-931,906,10330,57373,-9996,12742
-921,932,10396,20788,-2679,9694
-885,891,10306,37251,-9387,12742
-912,939,10184,38470,-13045,15181
-881,963,10276,14691,-13045,15181
-888,1054,10318,25057,-2679,10303
-907,958,10212,32373,369,4816
-907,1054,10240,15301,-9387,1157
-895,932,10320,15301,-11216,-4331
-959,1013,10431,48226,-22191,23717
-857,1032,10302,78714,6467,7864
-842,903,10130,68348,-11216,-62
-938,1066,10186,65300,-86825,-4940
-900,994,10273,59812,-123410,-7379
-893,1054,10179,63470,-113044,4816
-931,1073,10141,46397,-114264,26156
-697,1214,10186,-553,-145971,48107
-652,1106,10370,-31041,-141093,69449
-573,1178,10382,1886,-126459,70059
-406,1166,10438,57,-79508,32863
-494,1137,10328,20179,-78898,20668
-564,1128,10297,18959,-88044,29815
-485,1197,10335,-12748,-80727,12742
-454,1068,10299,-31041,-77069,5425
-397,1140,10203,-27992,-79508,2986
-378,1130,10139,-39577,-74020,-2501
-404,1066,10212,-48724,-82556,1157
-313,1118,10182,-49943,-70971,-2501
-328,1039,10038,-101163,-49629,6035
-421,1056,10344,-145675,-72190,15181
-311,1016,10643,-207260,-31337,-16526
-428,662,10631,-318846,74150,-57989
-514,371,10525,-421285,158296,-51282
-361,586,10492,-477992,208296,-38477
-337,517,10551,-451163,209516,-61038
-504,318,10459,-298114,160735,-65916
-545,290,10200,-169455,122930,-60428
-683,120,10137,-159699,125979,-61038
-661,51,10144,-178602,-23411,-52501
-769,-55,10226,-167016,122930,-40306
-752,51,10123,-120065,100979,-24453
-819,82,10149,-93236,125979,-14697
-1009,-86,10207,-66407,136955,5425
-1112,-203,10123,-62748,144882,46888
-1067,-203,10238,-96285,177199,91400
-1043,-206,10306,-104821,196101,118839
-935,-230,10337,-97504,186345,104205
-1012,-244,10257,-77992,155857,73107
-1345,-299,10309,-25553,63174,31644
-1186,-270,10361,11032,58906,37741
-1233,-172,10474,42129,69272,23107
-1238,-163,10344,74446,44272,3596
-1286,-206,10125,89690,8906,-14697
-1341,-330,10120,126275,127199,9084
-1295,-311,10297,156763,-45971,26766
-1279,-261,10210,165909,-31337,26156
-1317,-51,10146,151885,-44142,21278
-1243,197,10120,123226,-38654,27376
-1198,364,10313,121397,-36215,24937
-1078,309,10353,132983,-27069,14572
-1114,185,10266,161031,-21582,5425
-1131,204,10243,184202,-58166,20059
-1109,337,10401,153714,-66093,26766
-1078,462,10323,125056,-41093,17011
-1124,443,10361,85422,-38044,-9209
-1109,421,10375,76275,-58776,-11038
-959,493,10278,81153,-53898,-7989
-1047,605,10266,81763,-61215,-23843
-1081,674,10266,140300,-114873,-18965
-1086,478,10123,177495,-114264,-5550
-1086,426,10111,129324,-77678,1157
-981,464,10186,88470,-68532,24327
-833,729,10363,91519,-87434,21278
-842,779,10370,127495,-129508,5425
-802,696,10313,154324,-152069,8474
-840,655,10285,131763,-147190,13962
-778,805,10247,107983,-150239,56034
-583,1085,10368,76885,-134995,57863
-571,1061,10485,86031,-122800,51766
-466,1125,10323,107983,-92312,36522
-471,1123,10250,96397,-83166,27985
-494,1097,10325,84202,-94142,26156
-483,1090,10259,101885,-106337,33473
-478,1216,10351,56153,-89873,12742
-278,1252,10299,-3602,-37434,-15306
-342,1106,9972,13471,-64873,-23233
-449,903,9955,4935,-178898,24937
-390,894,10061,-60919,-192922,74327
-392,999,10210,-162138,-139264,69449
-270,1257,10613,-248724,-130727,32863
-84,1104,10662,-352382,-59995,-34819
-194,576,10544,-396285,35126,-65306
-213,411,10356,-336529,59516,-43355
-115,514,10422,-268846,38174,-26892
-135,354,10516,-237748,65004,-51282
-289,364,10443,-243236,134516,-67136
-514,242,10476,-344455,190613,-114697
-394,130,10337,-404821,260735,-96404
-318,161,10132,-409090,293662,-76282
-292,156,10087,-324333,244272,-71404
-433,-20,10078,-193846,144272,-64087
-688,-63,10229,-49943,71101,-63477
-649,-211,10229,-1773,54638,-109819
-790,-552,10125,-36529,92443,-135428
-893,-659,10156,-77992,89394,-125062
-940,-476,10528,-68846,20491,-87867
-826,-354,10601,-10919,-240,-86648
-971,-466,10679,62861,31467,-85428
-931,-359,10631,129324,21101,-92136
-695,-158,10278,132373,56467,-83599
-604,163,10033,131153,66833,-109209
-740,170,9984,334812,-86825,-94575
-733,-96,9927,497007,-189264,-72623
-931,-559,10090,450056,-192922,-42136
-702,-89,10325,289080,-153288,-4940
-607,306,10617,195787,-91703,-4331
-640,524,10558,228104,-22801,-4331
-633,497,10384,278714,-13045,13962
-714,538,10363,264080,-13045,-138477
-735,562,10207,158592,1589,16401
-494,903,10351,21398,16223,13352
-437,863,10158,59812,-11826,547
-456,908,10111,65909,-53288,-62
-516,832,10276,22008,-50849,-7989
-504,870,10144,-9090,-19143,-7379
-621,686,10149,-82870,-13655,-3721
-695,576,10264,-191407,-8777,15181
-461,423,10605,-324943,7077,40790
-361,495,10601,-365187,87565,43229
-471,602,10452,-296285,118662,30424
-449,440,10370,-210309,66833,7255
-571,311,10177,-160309,32687,-17745
-671,63,10278,-183480,-6338,-32379
-630,37,10278,-182260,-12435,-21404
-585,-65,10177,-159090,3418,-18965
-709,87,10080,-140187,-8167,-13477
-547,39,10372,-164577,-60605,-22014
-590,-63,10342,-177992,-41703,-51892
-678,-258,10295,-249943,-45971,-82989
-583,-652,10398,-336529,-68532,-75062
-547,-490,10405,-282260,-14265,-41526
-423,-313,10384,-193846,23540,-13477
-392,-416,10363,-116407,37565,-20184
-478,-550,10243,-24943,23540,-18355
-573,-569,10257,29325,18052,-9209
-492,-585,10452,49446,24760,6035
-523,-497,10257,109202,59516,21278
-659,-562,10278,115909,55857,26766
-490,-127,10332,153104,14394,42010
-523,-120,10424,248226,-4509,18839
-671,-304,10224,344568,-24630,3596
-804,-504,10297,284812,-36825,-1892
-668,-425,10320,170178,18052,15791
-657,-94,10212,49446,73540,23107
-626,101,10295,49446,40613,36522
-654,295,10193,123226,-850,43839
-680,104,10245,105543,4028,24937
-773,6,10203,69568,21711,23107
-640,49,10243,5545,8906,29815
-590,139,10186,-66407,21711,23717
-592,474,10429,-93236,5248,17620
-337,521,10492,20788,-11216,-7989
-659,44,10262,156153,-20362,-32989
-759,-249,10283,159202,-75849,-6770
-757,-160,10396,44568,-43532,24937
-688,87,10495,-85919,16223,32863
-568,390,10417,-111529,49760,31644
-483,634,10384,-48114,41223,6035
-657,94,10203,73836,40004,-32379
-814,-170,10017,120787,-5118,-17136
-809,-266,10229,67739,-38044,10913
-795,-113,10163,-2382,-5728,34083
-688,144,10295,-40797,-24630,52985
-666,247,10313,-36529,-17923,60302
-502,555,10471,-30431,-24021,54815
-435,421,10509,4325,-5118,16401
-554,328,10365,52495,2809,-2501
-468,440,10384,92739,-8167,-5550
-645,178,10250,194568,-20972,-11648
-678,82,10273,205543,-56337,18839
-711,106,10426,92129,-24630,21278
-535,361,10481,6764,26589,20668
-602,428,10483,39690,36345,18839
-542,526,10408,101885,23540,28595
-535,729,10481,117739,37565,-62
-540,612,10271,176885,31467,-37867
-769,459,10130,197007,18662,-46404
-659,256,10099,165300,8296,-24453
-788,521,10059,40300,47930,-13477
-647,631,10200,-23114,-3899,7864
-630,755,10073,29935,-46581,31644
-714,638,10170,9813,-61825,37132
-630,887,10391,-37748,-53288,38351
-487,965,10500,-46285,-20362,4816
-537,688,10346,-3602,17443,-25062
-559,653,10332,46397,2199,-20794
-666,550,10288,134202,-53898,-12258
-842,306,10278,134812,-84995,1767
-938,166,10306,36031,-39873,19449
-702,292,10255,-73724,17443,51156
-540,856,10210,-110919,47321,94449
-266,1460,10455,-152992,18662,61522
-273,1438,10365,-21895,28418,-10428
-382,918,10184,153714,-26459,-40916
-645,333,10295,195178,-86825,-36648
-714,3,10309,114080,-49629,-5550
-733,275,10346,-23724,-11826,38961
-740,409,10389,-86529,4638,59693
-792,619,10382,-76163,6467,77985
-559,977,10363,-56651,5857,75546
-316,1479,10358,-12138,8906,50546
-113,1505,10191,67739,-850,547
-189,1137,10057,146397,-25239,-35428
-471,538,10233,159202,-66703,-43965
-633,37,10379,92129,-57556,-17136
-802,185,10455,18959,-36215,37741
-702,605,10679,-49943,-25849,70059
-444,1271,10459,-85309,35735,74937
-154,1925,10332,-109090,74150,29205
110,1942,10101,-6651,51589,-36038
-113,1218,10028,139690,-28288,-73233
-525,419,10243,182373,-86215,-68965
-738,-127,10313,105543,-48410,-40916
-940,156,10245,-5431,5248,12133
-764,634,10467,-62748,-16094,42619
-690,1061,10415,-5431,-22801,46278
-483,1235,10450,26276,-16094,21888
-239,1483,10262,59202,13174,-6160
-266,1159,10156,111031,-12435,-37258
-413,772,10125,139690,-54508,-26892
-690,209,10245,92739,-56337,-7989
-511,626,10186,-12138,-8777,56034
-278,1314,10320,-152992,36345,75546
170,2271,10481,-205431,66223,55424
327,2520,10563,-104821,39394,-18355
117,1667,10320,106153,15613,-99453
-514,555,10186,223836,-74020,-119575
-993,-433,10313,159812,-89264,-92136
-1422,-755,10403,18959,-12435,-28721
-1343,-1022,10389,-73724,13174,42010
-1031,376,10330,-101773,31467,110302
-406,813,10339,-165187,55857,127985
112,2381,10295,-185309,79028,98717
501,2797,10262,-123114,68662,35302
558,3007,10226,15910,8296,-39697
69,1849,10198,134812,-34386,-108599
