144, -50, 16904, -10, 117, 80, 55, 269, 201, 11711

384, -8, 16648, -49, 2, -180, 58, 276, 196, 11730

380, 46, 16852, -78, -32, -105, 54, 274, 196, 11684

334, -4, 16634, -11, 94, 127, 57, 275, 201, 11743

152, -94, 16760, -16, 148, 69, 61, 273, 201, 11703

190, -42, 16546, -50, 134, -67, 56, 276, 200, 11731

240, 106, 16536, 23, -163, -91, 58, 274, 202, 11741

186, 46, 16678, 89, 45, 178, 60, 274, 204, 11760

322, 38, 16676, 89, 42, 11, 56, 278, 204, 11708

372, -14, 16760, 41, 9, 4, 57, 273, 199, 11681

352, 10, 16714, 6, 1, 46, 62, 278, 198, 11633

226, -152, 16628, -133, 51, -9, 57, 271, 197, 11624

192, -154, 16742, -226, 110, -193, 62, 274, 196, 11743

288, -72, 16574, -188, 0, -225, 57, 275, 197, 11829

282, 6, 16656, -1, -53, -31, 56, 274, 200, 11741

340, 114, 16644, 167, -44, 106, 61, 271, 205, 11653

306, 156, 16750, 294, 70, 268, 58, 272, 204, 11777

260, 58, 16726, 253, 77, 271, 53, 275, 201, 11771

250, -12, 16588, 96, -14, 113, 58, 272, 204, 11740

138, -96, 16658, -112, 17, 51, 60, 276, 200, 11731

206, -158, 16718, -380, 96, -315, 58, 272, 200, 11731

280, -64, 16668, -393, -45, -446, 63, 277, 199, 11801

324, -54, 16680, -248, 12, -211, 56, 270, 196, 11783

382, 2, 16712, 120, 39, 98, 59, 277, 199, 11771

306, 54, 16682, 318, 65, 246, 59, 277, 195, 11683

294, 88, 16646, 404, 55, 351, 57, 275, 201, 11740

210, -18, 16624, 267, 40, 299, 55, 275, 201, 11738

130, -78, 16660, 1, 34, 105, 56, 274, 200, 11750

206, -12, 16654, -238, 37, -205, 58, 274, 200, 11691

298, -32, 16646, -402, -45, -383, 56, 278, 200, 11770

358, -50, 16810, -326, -3, -243, 56, 274, 206, 11779

380, 26, 16696, -137, 15, -148, 61, 277, 195, 11752

404, 16, 16716, 189, 33, 149, 54, 274, 198, 11763

286, 0, 16708, 323, 66, 365, 58, 274, 194, 11739

202, -18, 16590, 318, 58, 347, 53, 273, 203, 11712

140, -28, 16562, 91, 47, 101, 57, 271, 197, 11752

154, -10, 16624, -74, 25, -33, 61, 281, 197, 11722

214, -36, 16648, -238, -25, -289, 54, 272, 200, 11714

398, -6, 16698, -227, -50, -252, 53, 277, 199, 11780

432, 14, 16696, -107, 12, -35, 57, 275, 203, 11755

276, -82, 16680, 36, 74, 59, 53, 277, 199, 11731

310, -54, 16702, 87, 48, 40, 56, 274, 198, 11695

286, -34, 16656, 111, 8, 145, 61, 273, 201, 11693

190, -54, 16684, 73, 58, 106, 55, 271, 199, 11720

220, -42, 16660, 21, 41, -20, 60, 276, 194, 11720

260, 48, 16636, -31, 17, -61, 63, 277, 201, 11700

320, 42, 16652, -14, -19, -2, 56, 276, 202, 11703

274, 6, 16682, -7, 22, 56, 58, 276, 200, 11682

260, -26, 16636, -20, 93, 44, 58, 276, 198, 11634

316, 4, 16636, -60, 4, -47, 61, 275, 199, 11702

266, -78, 16650, -76, 13, -23, 55, 277, 199, 11646

276, -42, 16682, -76, 22, -29, 57, 277, 201, 11713

276, -28, 16698, -19, 57, -63, 54, 274, 198, 11714

286, -14, 16678, 55, 8, -5, 52, 274, 198, 11714

308, 24, 16642, 127, -15, 113, 54, 274, 200, 11645

240, -30, 16638, 134, 56, 200, 57, 275, 197, 11749

256, -50, 16622, 48, 74, 76, 53, 271, 195, 11752

266, -18, 16660, -53, 29, -68, 56, 274, 198, 11695

286, -26, 16738, -147, -13, -86, 56, 276, 202, 11712

286, -84, 16716, -149, 24, -83, 60, 274, 198, 11750

286, -66, 16738, -125, 85, -101, 54, 272, 200, 11742

306, -50, 16714, 1, 7, -39, 59, 273, 203, 11771

296, -10, 16652, 90, 0, 115, 57, 275, 201, 11645

294, 4, 16670, 152, 37, 167, 58, 274, 200, 11689

240, -42, 16596, 129, 51, 124, 58, 274, 200, 11710

160, 8, 16750, 37, 46, 78, 55, 271, 201, 11750

242, -8, 16658, -50, -25, -45, 57, 271, 195, 11652

298, -4, 16708, -137, -5, -111, 62, 274, 198, 11693

280, -20, 16760, -134, 54, -91, 59, 273, 203, 11725

282, -92, 16726, -93, 40, -56, 56, 272, 200, 11740

228, -66, 16718, -7, 32, 26, 58, 276, 202, 11711

270, -10, 16654, 54, 25, 53, 60, 274, 206, 11674

226, -30, 16678, 96, 43, 105, 55, 269, 197, 11694

252, 16, 16628, 87, 59, 84, 53, 273, 199, 11721

268, 16, 16652, 64, -4, 45, 55, 273, 201, 11682

266, 8, 16682, 3, 31, 36, 58, 272, 200, 11664

252, 2, 16732, -63, 36, -36, 65, 275, 199, 11622

316, -52, 16690, -100, 22, -66, 58, 276, 204, 11674

368, -12, 16732, -104, 39, -81, 55, 271, 189, 11742

274, -50, 16650, -42, 27, -21, 56, 274, 194, 11741

242, -70, 16708, -18, 53, 12, 58, 272, 202, 11712

304, 20, 16646, 30, 29, -12, 57, 273, 203, 11702

288, 28, 16650, 97, 1, 68, 63, 271, 199, 11691

276, 26, 16752, 92, 45, 108, 55, 271, 199, 11653

288, 54, 16634, 72, 9, 60, 56, 278, 198, 11712

272, 24, 16676, -10, 29, 19, 58, 272, 198, 11655

286, -20, 16672, -61, 24, -23, 59, 275, 199, 11693

206, -72, 16682, -107, 41, -34, 60, 272, 196, 11713

262, -82, 16640, -136, 54, -104, 55, 273, 201, 11743

360, -32, 16596, -71, -7, -107, 52, 274, 196, 11770

288, -40, 16740, 15, 15, 36, 54, 270, 202, 11728

194, 14, 16662, 114, 70, 146, 53, 279, 199, 11691

212, -46, 16634, 125, 40, 79, 54, 274, 200, 11739

266, -6, 16680, 82, 24, 55, 61, 271, 199, 11721

256, -16, 16574, 19, 9, 59, 55, 279, 199, 11664

240, -64, 16630, -69, 48, 20, 59, 273, 197, 11662

248, -42, 16648, -129, 59, -124, 56, 272, 196, 11703

314, -44, 16634, -111, -42, -139, 51, 277, 199, 11770

316, -38, 16706, -67, 23, -3, 53, 275, 201, 11784

318, -34, 16652, 21, 44, 55, 55, 279, 197, 11684

218, -36, 16688, 81, 42, 63, 62, 274, 202, 11693

282, -20, 16718, 99, 38, 56, 56, 276, 198, 11689

286, 26, 16626, 95, -5, 86, 60, 272, 198, 11693

228, -50, 16694, 14, 65, 69, 59, 271, 201, 11664

308, -14, 16612, -38, 51, -28, 60, 270, 202, 11692

280, -18, 16768, -92, 25, -75, 56, 274, 196, 11713

296, -20, 16688, -94, 27, -41, 53, 275, 197, 11715

296, -66, 16606, -58, 14, -19, 56, 276, 196, 11715

274, -52, 16704, -38, 92, -17, 54, 270, 198, 11715

288, 2, 16658, 35, 13, 16, 58, 274, 202, 11714

268, -16, 16694, 63, 5, 69, 53, 271, 197, 11653

302, -16, 16584, 88, 30, 74, 60, 272, 200, 11663

266, 8, 16604, 60, 36, 51, 56, 268, 196, 11691

272, -16, 16694, -1, 28, 29, 53, 271, 201, 11652

280, 16, 16630, -32, 5, -13, 55, 275, 199, 11672

262, -74, 16640, -77, 4, -44, 61, 275, 201, 11675

306, -6, 16660, -109, 83, -71, 54, 274, 194, 11683

296, -12, 16578, -73, -6, -62, 57, 275, 201, 11714

282, -60, 16730, -17, 33, -9, 57, 273, 201, 11695

298, 2, 16626, 51, -7, 20, 51, 273, 199, 11682

290, -46, 16634, 105, 73, 128, 60, 270, 200, 11636

