-1088, -482, 16832, -32, 38, 6, 0, 0, 0, 1201

-1088, -482, 16832, -32, 38, 6, 0, 0, 0, 1201

-1024, -444, 16694, -4, -104, -55, 0, 0, 0, 1199

-1024, -444, 16694, -4, -104, -55, 0, 0, 0, 1250

-1024, -444, 16694, -4, -104, -55, 0, 0, 0, 1250

-1024, -444, 16694, -4, -104, -55, 0, 0, 0, 1251

-1032, -486, 16664, 42, 54, -26, 0, 0, 0, 1250

-1032, -486, 16664, 42, 54, -26, 0, 0, 0, 1228

-1032, -486, 16664, 42, 54,, -148, 36, 1344

-928, -456, 16656, -2, -31, 32, -34, -148, 36, 1327

-928, -456, 16656, -2, -31, 32, -34, -148, 36, 1324

-928, -456, 16656, -2, -31, 32, -34, -148, 36, 1325

-954, -416, 16702, 22, 44, 29, -33, -145, 39, 11683

-972, -320, 16786, 12, -55, -152, -33, -145, 39, 1365

-972, -320, 16786, 12, -55, -152, -33, -145, 39, 1382

-972, -320, 16786, 12, -55, -152, -33, -145, 39, 1382

-1044, -356, 16756, 38, -15, -182, -33, -145, 39, 1383

-1044, -356, 16756, 38, -15, -182, -33, -145, 39, 1410

-1044, -356, 16756, 38, -15, -182, -33, -145, 39, 1411

-1062, -296, 16728, -1, -123, -217, -29, -147, 37, 11772

-1016, -352, 16734, -6, 23, -18, -29, -147, 37, 1453

-1016, -352, 16734, -6, 23, -18, -29, -147, 37, 1352

-1016, -352, 16734, -6, 23, -18, -29, -147, 37, 1354

-1028, -364, 16774, -62, 30, 103, -29, -147, 37, 1353

-1028, -364, 16774, -62, 30, 103, -29, -147, 37, 1401

-1028, -364, 16774, -62, 30, 103, -29, -147, 37, 1400

-950, -388, 16708, -36, 70, 231, -26, -146, 34, 11759

-914, -488, 16724, -45, 27, 111, -26, -146, 34, 1405

-914, -488, 16724, -45, 27, 111, -26, -146, 34, 1373

-914, -488, 16724, -45, 27, 111, -26, -146, 34, 1372

-918, -530, 16718, -7, -1, -8, -26, -146, 34, 1373

-918, -530, 16718, -7, -1, -8, -26, -146, 34, 1278

-918, -530, 16718, -7, -1, -8, -26, -146, 34, 1281

-918, -530, 16718, -6, -40, -109, -26, -146, 34, 1277

-954, -496, 16688, -6, -40, -109, -26, -148, 36, 11725

-980, -408, 16620, 22, -63, -149, -26, -148, 36, 1393

-980, -408, 16620, 22, -63, -149, -26, -148, 36, 1385

-996, -440, 16730, 17, -24, -102, -26, -148, 36, 1382

-996, -440, 16730, 17, -24, -102, -26, -148, 36, 1381

-996, -440, 16730, 17, -24, -102, -26, -148, 36, 1383

-996, -440, 16730, 0, 1, -48, -26, -148, 36, 1381

-974, -396, 16688, 0, 1, -48, -26, -146, 36, 11641

-980, -414, 16800, 4, 12, 30, -26, -146, 36, 1312

-980, -414, 16800, 4, 12, 30, -26, -146, 36, 1304

-984, -362, 16888, -18, 17, 13, -26, -146, 36, 1303

-984, -362, 16888, -18, 17, 13, -26, -146, 36, 1343

-984, -362, 16888, -18, 17, 13, -26, -146, 36, 1341

-984, -362, 16888, -18, 17, 13, -26, -146, 36, 1342

-968, -336, 16850, 0, -14, -36, -26, -146, 36, 1342

-968, -336, 16850, 0, -14, -36, -30, -150, 30, 11677

-1010, -266, 16776, 25, -29, -222, -30, -150, 30, 1351

-1056, -268, 16752, -10, -91, -224, -30, -150, 30, 1411

-1056, -268, 16752, -10, -91, -224, -30, -150, 30, 1423

-1056, -268, 16752, -10, -91, -224, -30, -150, 30, 1421

-1056, -268, 16752, -10, -91, -224, -30, -150, 30, 1423

-1050, -244, 16648, 2, -45, -80, -30, -150, 30, 1422

-1050, -244, 16648, 2, -45, -80, -28, -148, 38, 11711

-1034, -326, 16766, -60, 35, 153, -28, -148, 38, 1383

-946, -402, 16776, -38, 102, 241, -28, -148, 38, 1403

-946, -402, 16776, -38, 102, 241, -28, -148, 38, 1401

-946, -402, 16776, -38, 102, 241, -28, -148, 38, 1401

-946, -402, 16776, -38, 102, 241, -28, -148, 38, 1399

-892, -456, 16704, -32, 92, 218, -28, -148, 38, 1401

-892, -456, 16704, -32, 92, 218, -26, -152, 38, 11731

-910, -474, 16630, 2, -19, -68, -26, -152, 38, 1405

-952, -466, 16610, 12, -64, -218, -26, -152, 38, 1327

-952, -466, 16610, 12, -64, -218, -26, -152, 38, 1383

-952, -466, 16610, 12, -64, -218, -26, -152, 38, 1385

-952, -466, 16610, 12, -64, -218, -26, -152, 38, 1385

-990, -416, 16666, -4, -83, -279, -26, -152, 38, 1385

-990, -416, 16666, -4, -83, -279, -28, -150, 32, 11721

-984, -380, 16686, 8, -29, -51, -28, -150, 32, 1394

-1032, -414, 16690, -10, 31, 45, -28, -150, 32, 1322

-1032, -414, 16690, -10, 31, 45, -28, -150, 32, 1373

-1032, -414, 16690, -10, 31, 45, -28, -150, 32, 1371

-1032, -414, 16690, -10, 31, 45, -28, -150, 32, 1372

