0.513635	-4.368680
-2.480580	-7.288400
-8.087970	-5.203480
-11.157106	-6.440721
-15.852478	-4.195261
-17.970959	1.300020
-14.818933	2.299820
-11.608303	7.000900
-4.887433	8.157860
3.531887	13.387060
15.639447	15.953560
30.495543	21.034498
48.949383	18.976839
64.678650	14.843379
76.065430	17.792118
89.804230	18.942799
103.322510	21.952139
119.710442	24.420300
136.623077	19.554638
147.398666	14.038898
152.856201	13.603219
157.201035	13.141959
161.299286	13.595620
165.618881	17.286699
173.081161	20.146519
182.784790	15.141978
187.625870	11.850698
187.629059	6.910158
184.481689	11.865339
184.352554	9.616799
182.677597	14.664801
185.709671	15.146120
189.761185	18.506020
196.941757	19.501539
205.044998	22.418940
215.274719	26.411541
229.183945	26.394762
242.510788	29.707661
257.088318	28.942741
270.218750	32.554085
287.355896	37.315765
306.518188	42.533386
330.251129	43.821186
353.385986	44.557964
374.850464	41.076283
392.829041	43.141304
411.598480	46.753464
432.809326	44.970985
450.374054	45.334206
466.452698	43.626083
480.414337	41.623581
491.976593	38.441242
500.442688	38.108761
507.871094	34.934280
511.454193	36.364761
516.585266	36.765663
522.955322	38.160122
530.114868	44.349483
542.153442	50.236221
559.714233	54.464264
580.586914	57.262203
601.720947	55.505302
621.080078	54.514362
638.223206	61.683563
659.545593	60.862522
679.412231	60.862198
698.828369	63.121479
718.756165	69.847862
743.950684	68.780380
766.255005	67.296822
785.234131	68.400360
804.556702	68.942680
823.174744	70.452377
842.495300	71.585915
862.609314	72.674812
882.619629	72.437912
900.708008	75.665993
921.167358	80.899094
945.617188	80.427216
967.956360	84.343323
992.124207	80.301224
1012.564880	78.053879
1028.710938	75.403702
1041.362671	78.397720
1057.094360	80.857620
1073.900635	80.388840
1088.237549	83.834404
1104.456177	86.409592
1123.021484	86.667900
1140.484863	81.122345
1151.352905	79.356110
1160.710938	80.463753
1169.488525	81.594193
1180.215942	83.345795
1192.054688	80.175812
1200.269531	80.319489
1207.096313	73.477432
1207.742676	66.353653
1203.006836	65.906372
1196.723145	67.097351
1192.010132	60.111496
