0.075901, 0.149391	 0.167946, 0.149391	 2.191690, 0.165117
0.075435, 0.165117	 0.167658, 0.165117	 2.336819, 0.080833
0.074898, 0.080833	 0.167356, 0.080833	 2.397664, -0.003453
0.074492, -0.003453	 0.167183, -0.003453	 2.374223, -0.087749
0.074215, -0.087749	 0.167140, -0.087749	 2.266485, -0.172045
0.073187, -0.172045	 0.167785, -0.172045	 2.095169, -0.049552
0.073148, -0.049552	 0.168059, -0.049552	 2.045630, -0.033213
0.072927, -0.033213	 0.168138, -0.033213	 2.012429, -0.017573
0.072686, -0.017573	 0.168215, -0.017573	 1.994868, -0.001969
0.072416, -0.001969	 0.168270, -0.001969	 1.992911, 0.013936
0.072123, 0.013936	 0.168301, 0.013936	 2.006859, 0.029821
0.071826, 0.029821	 0.168361, 0.029821	 2.036692, 0.045695
0.069319, 0.045695	 0.168640, 0.045695	 2.083127, 0.169961
0.068951, 0.169961	 0.168827, 0.169961	 2.233101, 0.086440
0.068471, 0.086440	 0.168850, 0.086440	 2.299554, 0.002480
0.068120, 0.002480	 0.169001, 0.002480	 2.282046, -0.081433
0.067897, -0.081433	 0.169281, -0.081433	 2.200625, -0.065305
0.067802, -0.065305	 0.169689, -0.065305	 2.135333, -0.049197
0.067659, -0.049197	 0.170107, -0.049197	 2.086149, -0.033100
0.066356, -0.033100	 0.173156, -0.033100	 2.053790, 0.091617
0.066161, 0.091617	 0.173504, 0.091617	 2.145421, 0.108194
0.065773, 0.108194	 0.173592, 0.108194	 2.233627, 0.024316
0.065359, 0.024316	 0.173654, 0.024316	 2.237955, -0.059520
0.065074, -0.059520	 0.173843, -0.059520	 2.178447, -0.043409
0.064909, -0.043409	 0.174099, -0.043409	 2.135051, -0.027286
0.064715, -0.027286	 0.174334, -0.027286	 2.107777, -0.010847
0.063041, -0.010847	 0.175941, -0.010847	 2.097681, 0.114978
0.062703, 0.114978	 0.175943, 0.114978	 2.212672, 0.132089
0.062181, 0.132089	 0.175752, 0.132089	 2.324774, 0.048670
0.061633, 0.048670	 0.175534, 0.048670	 2.353457, -0.034737
0.061203, -0.034737	 0.175425, -0.034737	 2.298733, -0.117959
0.060901, -0.117959	 0.175445, -0.117959	 2.180787, -0.101180
0.060727, -0.101180	 0.175593, -0.101180	 2.079620, -0.084391
0.059180, -0.084391	 0.176537, -0.084391	 1.996002, 0.045430
0.058981, 0.045430	 0.176754, 0.045430	 2.041445, 0.062747
0.058582, 0.062747	 0.176766, 0.062747	 2.104206, 0.079921
0.058189, 0.079921	 0.176906, 0.079921	 2.184141, 0.097106
0.057778, 0.097106	 0.177018, 0.097106	 2.261261, 0.013818
0.057341, 0.013818	 0.177103, 0.013818	 2.255091, -0.069482
0.057031, -0.069482	 0.177315, -0.069482	 2.185622, -0.052781
0.055717, -0.052781	 0.180541, -0.052781	 2.133607, 0.076112
0.055535, 0.076112	 0.180961, 0.076112	 2.209733, 0.093219
0.055160, 0.093219	 0.181177, 0.093219	 2.282964, 0.010051
0.054807, 0.010051	 0.181466, 0.010051	 2.273029, -0.072950
0.054582, -0.072950	 0.181882, -0.072950	 2.200092, -0.055973
0.054484, -0.055973	 0.182425, -0.055973	 2.144131, -0.038952
0.054361, -0.038952	 0.183085, -0.038952	 2.105192, -0.022151
0.053206, -0.022151	 0.187996, -0.022151	 2.083812, 0.107965
0.053049, 0.107965	 0.188521, 0.107965	 2.191789, 0.124616
0.052711, 0.124616	 0.188888, 0.124616	 2.296417, 0.041251
0.052341, 0.041251	 0.189236, 0.041251	 2.317682, -0.041808
0.052105, -0.041808	 0.189703, -0.041808	 2.255887, -0.125216
0.052000, -0.125216	 0.190301, -0.125216	 2.130683, -0.108603
0.052021, -0.108603	 0.191026, -0.108603	 2.022092, -0.092067
0.051989, -0.092067	 0.196503, -0.092067	 1.930794, 0.037382
0.052035, 0.037382	 0.197090, 0.037382	 1.968188, 0.053875
0.051933, 0.053875	 0.197459, 0.053875	 2.022075, 0.069873
0.051807, 0.069873	 0.197803, 0.069873	 2.091960, 0.085849
0.051657, 0.085849	 0.198123, 0.085849	 2.177821, 0.101794
0.051545, 0.101794	 0.198402, 0.101794	 2.259626, 0.017580
0.051411, 0.017580	 0.198656, 0.017580	 2.257217, -0.066730
0.051329, -0.066730	 0.201688, -0.066730	 2.191232, 0.059090
0.051606, 0.059090	 0.202118, 0.059090	 2.230334, -0.024860
0.051691, -0.024860	 0.202355, -0.024860	 2.205486, -0.008821
0.051904, -0.008821	 0.202720, -0.008821	 2.196678, 0.007208
0.052109, 0.007208	 0.203027, 0.007208	 2.203898, 0.023165
0.052291, 0.023165	 0.203311, 0.023165	 2.227075, 0.039173
0.052448, 0.039173	 0.203570, 0.039173	 2.246261, -0.044818
0.053471, -0.044818	 0.205386, -0.044818	 2.202180, 0.079015
0.053700, 0.079015	 0.205672, 0.079015	 2.261207, -0.005259
0.053738, -0.005259	 0.205767, -0.005259	 2.235960, -0.089851
0.053904, -0.089851	 0.205988, -0.089851	 2.146121, -0.074421
0.054157, -0.074421	 0.206325, -0.074421	 2.071711, -0.058837
0.054388, -0.058837	 0.206639, -0.058837	 2.012886, -0.043242
0.054595, -0.043242	 0.206930, -0.043242	 1.969655, -0.027647
0.055392, -0.027647	 0.209105, -0.027647	 1.942728, 0.093689
0.055365, 0.093689	 0.209331, 0.093689	 2.036429, 0.109779
0.055154, 0.109779	 0.209370, 0.109779	 2.146220, 0.125650
0.054869, 0.125650	 0.209358, 0.125650	 2.251882, 0.041704
0.054552, 0.041704	 0.209322, 0.041704	 2.273598, -0.041892
0.054366, -0.041892	 0.209416, -0.041892	 2.231719, -0.025509
0.054237, -0.025509	 0.209584, -0.025509	 2.206223, -0.008928
0.053044, -0.008928	 0.210687, -0.008928	 2.198056, 0.118795
0.052786, 0.118795	 0.210615, 0.118795	 2.296864, 0.035577
0.052308, 0.035577	 0.210275, 0.035577	 2.312453, -0.048032
0.051948, -0.048032	 0.210055, -0.048032	 2.244434, -0.131281
0.051716, -0.131281	 0.209964, -0.131281	 2.113166, -0.114508
0.051610, -0.114508	 0.210002, -0.114508	 1.998672, -0.097387
0.051490, -0.097387	 0.209941, -0.097387	 1.901298, -0.080577
0.050354, -0.080577	 0.209262, -0.080577	 1.821495, 0.049550
0.050249, 0.049550	 0.209042, 0.049550	 1.871058, 0.066905
0.050014, 0.066905	 0.208610, 0.066905	 1.937977, 0.084010
0.049750, 0.084010	 0.208149, 0.084010	 2.022000, 0.101159
0.049461, 0.101159	 0.207663, 0.101159	 2.123172, 0.118319
0.049227, 0.000000	 0.207156, 0.000000	 2.241504, 0.135549
0.049150, 0.000000	 0.206813, 0.000000	 2.357066, 0.052433
0.048550, 0.000000	 0.204113, 0.000000	 2.390286, 0.085164
0.048679, 0.000000	 0.203818, 0.000000	 2.455464, 0.002452
0.048807, 0.000000	 0.203525, 0.000000	 2.437928, -0.080373
0.048935, 0.000000	 0.203233, 0.000000	 2.337569, -0.163243
0.049091, 0.000000	 0.202975, 0.000000	 2.174339, -0.146121
0.049248, 0.000000	 0.202716, 0.000000	 2.028231, -0.128965
0.049405, 0.000000	 0.202457, 0.000000	 1.899279, -0.111799
0.050925, 0.000000	 0.200943, 0.000000	 1.788272, 0.021293
0.051138, 0.000000	 0.200846, 0.000000	 1.809578, 0.038595
0.051346, 0.000000	 0.200750, 0.000000	 1.848186, 0.055543
0.051536, 0.000000	 0.200697, 0.000000	 1.903742, 0.072468
0.051723, 0.072468	 0.200644, 0.072468	 1.976222, 0.089073
0.051802, 0.089073	 0.200482, 0.089073	 2.065308, 0.105689
0.051855, 0.105689	 0.200296, 0.105689	 2.171009, 0.122294
0.051840, 0.122294	 0.198992, 0.122294	 2.274075, 0.152382
0.051734, 0.152382	 0.198888, 0.152382	 2.406469, 0.068744
0.051584, 0.068744	 0.198741, 0.068744	 2.455225, -0.015014
0.051518, -0.015014	 0.198764, -0.015014	 2.420224, -0.098725
0.051577, -0.098725	 0.198911, -0.098725	 2.301511, -0.182469
0.051760, -0.182469	 0.199183, -0.182469	 2.119054, -0.166170
0.052051, -0.166170	 0.199628, -0.166170	 1.952896, -0.149865
0.054172, -0.149865	 0.202966, -0.149865	 1.803799, -0.020299
0.054413, -0.020299	 0.203450, -0.020299	 1.783513, -0.003764
0.054476, -0.003764	 0.203752, -0.003764	 1.779761, 0.012463
0.054515, 0.012463	 0.204029, 0.012463	 1.792236, 0.028702
0.054530, 0.028702	 0.204282, 0.028702	 1.820950, 0.044929
0.054521, 0.044929	 0.204512, 0.044929	 1.865891, 0.061179
0.054508, 0.061179	 0.204716, 0.061179	 1.927082, 0.077385
0.054218, 0.077385	 0.206160, 0.077385	 2.005235, 0.206838
0.054193, 0.206838	 0.206295, 0.206838	 2.212085, 0.223407
0.053976, 0.223407	 0.206194, 0.223407	 2.415505, 0.139927
0.053734, 0.139927	 0.206069, 0.139927	 2.535444, 0.056404
0.053618, 0.056404	 0.206070, 0.056404	 2.571861, -0.027087
0.053636, -0.027087	 0.206174, -0.027087	 2.524787, -0.110552
0.053781, -0.110552	 0.206405, -0.110552	 2.394248, -0.194006
0.055904, -0.194006	 0.209205, -0.194006	 2.201011, -0.064528
0.056318, -0.064528	 0.209677, -0.064528	 2.136496, -0.047686
0.056526, -0.047686	 0.209942, -0.047686	 2.088823, -0.031234
0.056709, -0.031234	 0.210181, -0.031234	 2.057601, -0.014772
0.056889, -0.014772	 0.210381, -0.014772	 2.042842, 0.001723
0.057043, 0.001723	 0.210555, 0.001723	 2.044577, 0.018198
0.057172, 0.018198	 0.210705, 0.018198	 2.062787, 0.034716
0.057987, 0.034716	 0.211678, 0.034716	 2.098271, 0.163874
0.058135, 0.163874	 0.211701, 0.163874	 2.242158, 0.080902
0.058085, 0.080902	 0.211532, 0.080902	 2.303072, -0.002707
0.058159, -0.002707	 0.211486, -0.002707	 2.280377, -0.086295
0.058360, -0.086295	 0.211521, -0.086295	 2.194095, -0.069748
0.058686, -0.069748	 0.211680, -0.069748	 2.124359, -0.053235
0.058986, -0.053235	 0.211815, -0.053235	 2.071136, -0.036722
0.061068, -0.036722	 0.212357, -0.036722	 2.035192, 0.094567
0.061309, 0.094567	 0.212326, 0.094567	 2.129772, 0.111601
0.061350, 0.111601	 0.212095, 0.111601	 2.241386, 0.128590
0.061325, 0.128590	 0.211817, 0.128590	 2.349989, 0.045393
0.061275, 0.045393	 0.211521, 0.045393	 2.375395, -0.038222
0.061350, -0.038222	 0.211349, -0.038222	 2.317185, -0.121827
0.061548, -0.121827	 0.211301, -0.121827	 2.195370, -0.105442
0.063951, 0.000000	 0.211338, 0.000000	 2.090699, 0.024740
0.063933, 0.000000	 0.211216, 0.000000	 2.115453, 0.042004
0.063916, 0.000000	 0.211098, 0.000000	 2.157470, 0.058688
0.063900, 0.000000	 0.211041, 0.000000	 2.216170, 0.075394
0.063884, 0.000000	 0.210985, 0.000000	 2.271577, -0.008184
0.063868, 0.000000	 0.210929, 0.000000	 2.243405, -0.091741
0.063864, 0.000000	 0.210916, 0.000000	 2.151676, -0.075065
0.063839, 0.000000	 0.210808, 0.000000	 2.077389, 0.056542
0.063762, 0.056542	 0.210836, 0.056542	 2.133944, 0.072952
0.063602, 0.072952	 0.210767, 0.072952	 2.206908, 0.089232
0.063414, 0.089232	 0.210673, 0.089232	 2.276152, 0.005869
0.063201, 0.005869	 0.210554, 0.005869	 2.262033, -0.077483
0.063113, -0.077483	 0.210560, -0.077483	 2.184563, -0.060879
0.063239, -0.060879	 0.210672, -0.060879	 2.123696, -0.044596
0.064038, -0.044596	 0.211365, -0.044596	 2.079861, 0.084336
0.064314, 0.084336	 0.211351, 0.084336	 2.164208, 0.099807
0.064488, 0.099807	 0.211119, 0.099807	 2.244027, 0.015396
0.064638, 0.015396	 0.210862, 0.015396	 2.259435, 0.031006
0.064916, 0.031006	 0.210735, 0.031006	 2.270453, -0.053405
0.065302, -0.053405	 0.210535, -0.053405	 2.217059, -0.038245
0.065815, -0.038245	 0.210463, -0.038245	 2.178826, -0.023094
0.069654, -0.023094	 0.209722, -0.023094	 2.156436, 0.095524
0.070334, 0.000000	 0.209594, 0.000000	 2.251972, 0.109566
0.070965, 0.000000	 0.209434, 0.000000	 2.341548, 0.023318
0.071596, 0.000000	 0.209274, 0.000000	 2.344876, -0.062940
0.072257, 0.000000	 0.209124, 0.000000	 2.261946, -0.149745
0.072918, 0.000000	 0.208975, 0.000000	 2.112212, -0.136541
0.073581, 0.000000	 0.208825, 0.000000	 1.975680, -0.123303
0.078761, 0.000000	 0.207655, 0.000000	 1.852992, -0.019886
0.079349, 0.000000	 0.207509, 0.000000	 1.833115, -0.007809
0.079926, 0.000000	 0.207366, 0.000000	 1.825315, 0.004035
0.080505, 0.000000	 0.207222, 0.000000	 1.829358, 0.015917
0.081001, 0.000000	 0.207078, 0.000000	 1.845285, 0.027610
0.081496, 0.000000	 0.206934, 0.000000	 1.872904, 0.039295
0.081991, 0.000000	 0.206790, 0.000000	 1.912207, 0.050965
0.085020, 0.000000	 0.205715, 0.000000	 1.963707, 0.141149
0.085153, 0.000000	 0.205599, 0.000000	 2.104866, 0.153092
0.085283, 0.000000	 0.205485, 0.000000	 2.257967, 0.164772
0.085298, 0.164772	 0.205371, 0.164772	 2.402747, 0.076639
0.085067, 0.076639	 0.205014, 0.076639	 2.459395, -0.011750
0.084967, -0.011750	 0.204789, -0.011750	 2.427653, -0.100133
0.084875, -0.100133	 0.204666, -0.100133	 2.307529, -0.188530
0.085185, 0.000000	 0.204736, 0.000000	 2.119553, -0.095413
0.084696, -0.095413	 0.204481, -0.095413	 2.024151, -0.082580
0.084224, -0.082580	 0.204287, -0.082580	 1.941581, -0.069966
0.083735, -0.069966	 0.204074, -0.069966	 1.871625, -0.056996
0.083229, -0.056996	 0.203843, -0.056996	 1.814639, -0.044068
0.082704, -0.044068	 0.203592, -0.044068	 1.770581, -0.031174
0.082029, -0.031174	 0.203252, -0.031174	 1.739417, -0.017850
0.076653, -0.017850	 0.200467, -0.017850	 1.722182, 0.085325
0.075733, 0.085325	 0.199971, 0.085325	 1.807519, 0.099996
0.074595, 0.099996	 0.199238, 0.099996	 1.907527, 0.115304
0.073435, 0.115304	 0.198483, 0.115304	 2.022843, 0.130594
0.072251, 0.130594	 0.197703, 0.130594	 2.153449, 0.145883
0.070999, 0.145883	 0.196873, 0.145883	 2.279345, 0.061868
0.069718, 0.061868	 0.196016, 0.061868	 2.321225, -0.022096
0.061003, -0.022096	 0.190518, -0.022096	 2.279854, -0.000457
0.059784, 0.000000	 0.190173, 0.000000	 2.259413, -0.081400
0.058556, 0.000000	 0.189801, 0.000000	 2.178028, -0.062752
0.057325, 0.000000	 0.189428, 0.000000	 2.115290, -0.044069
0.056039, 0.000000	 0.189190, 0.000000	 2.071237, -0.024559
0.054729, 0.000000	 0.188949, 0.000000	 2.046694, -0.004682
0.053421, 0.000000	 0.188707, 0.000000	 2.042028, 0.015159
0.043397, 0.000000	 0.188011, 0.000000	 2.058105, 0.168393
0.042074, 0.168393	 0.188103, 0.168393	 2.226517, 0.190682
0.040518, 0.190682	 0.187919, 0.190682	 2.397217, 0.112328
0.039089, 0.112328	 0.187654, 0.112328	 2.489563, 0.034421
0.037832, 0.034421	 0.187520, 0.034421	 2.504001, -0.044237
0.036696, -0.044237	 0.187508, -0.044237	 2.439781, -0.122908
0.035869, -0.122908	 0.187569, -0.122908	 2.296889, -0.201432
0.030500, -0.201432	 0.188972, -0.201432	 2.096434, -0.037553
0.030424, -0.037553	 0.189066, -0.037553	 2.058899, -0.016302
0.030363, -0.016302	 0.188763, -0.016302	 2.042612, 0.003639
0.030271, 0.003639	 0.188434, 0.003639	 2.046266, 0.023175
0.030149, 0.023175	 0.188076, 0.023175	 2.069456, 0.042737
0.030250, 0.042737	 0.187582, 0.042737	 2.112207, 0.061681
0.030324, 0.061681	 0.187043, 0.061681	 2.173903, 0.081206
0.030667, 0.081206	 0.182662, 0.081206	 2.256005, 0.231765
0.031206, 0.231765	 0.181795, 0.231765	 2.467783, 0.148807
0.031506, 0.148807	 0.180715, 0.148807	 2.596603, 0.065540
0.031931, 0.065540	 0.179762, 0.065540	 2.642155, -0.017749
0.032483, -0.017749	 0.178936, -0.017749	 2.604419, -0.101049
0.033217, -0.101049	 0.178159, -0.101049	 2.483382, -0.185236
0.034077, -0.185236	 0.177509, -0.185236	 2.278158, -0.269444
0.041807, -0.269444	 0.173420, -0.269444	 2.009448, -0.145784
0.042866, -0.145784	 0.172945, -0.145784	 1.863675, -0.131064
0.043731, -0.131064	 0.172276, -0.131064	 1.732623, -0.116343
0.044573, -0.116343	 0.171582, -0.116343	 1.616292, -0.101613
0.045356, -0.101613	 0.170942, -0.101613	 1.514691, -0.087521
0.046103, -0.087521	 0.170288, -0.087521	 1.427181, -0.073653
0.046828, -0.073653	 0.169614, -0.073653	 1.353539, -0.059803
0.051683, -0.059803	 0.163957, -0.059803	 1.294366, 0.046047
0.052040, 0.046047	 0.163288, 0.046047	 1.340425, 0.060664
0.052219, 0.060664	 0.162481, 0.060664	 1.401100, 0.074709
0.052260, 0.074709	 0.161698, 0.074709	 1.475819, 0.089079
0.052280, 0.089079	 0.160893, 0.089079	 1.564909, 0.103440
0.052277, 0.103440	 0.160065, 0.103440	 1.668360, 0.117819
0.052164, 0.117819	 0.159233, 0.117819	 1.786191, 0.132677
0.051128, 0.132677	 0.152688, 0.132677	 1.919541, 0.246465
0.050790, 0.246465	 0.151792, 0.246465	 2.166018, 0.262272
0.050177, 0.262272	 0.150677, 0.262272	 2.408303, 0.178194
0.049536, 0.178194	 0.149531, 0.178194	 2.566509, 0.094846
0.049025, 0.094846	 0.148515, 0.094846	 2.641368, 0.011497
0.048640, 0.011497	 0.147624, 0.011497	 2.632878, -0.071807
0.048296, -0.071807	 0.146796, -0.071807	 2.541084, -0.154447
0.046617, -0.154447	 0.141361, -0.154447	 2.367441, -0.119591
0.046315, -0.119591	 0.140671, -0.119591	 2.247866, -0.099858
0.045845, -0.099858	 0.139875, -0.099858	 2.148026, -0.079013
0.045342, -0.079013	 0.139046, -0.079013	 2.069029, -0.058143
0.044805, -0.058143	 0.138183, -0.058143	 2.010903, -0.037248
0.044150, -0.037248	 0.137270, -0.037248	 1.973673, -0.015541
0.039067, -0.015541	 0.130291, -0.015541	 1.959091, 0.144484
0.038165, 0.144484	 0.129338, 0.144484	 2.103594, 0.167889
0.036899, 0.000000	 0.128215, 0.000000	 2.251503, 0.091954
0.035874, 0.000000	 0.127333, 0.000000	 2.323477, 0.015990
0.034845, 0.000000	 0.126448, 0.000000	 2.319488, -0.059901
0.033800, 0.000000	 0.125723, 0.000000	 2.239608, -0.135224
0.026273, 0.000000	 0.120500, 0.000000	 2.105449, 0.042528
0.025508, 0.000000	 0.120438, 0.000000	 2.147998, 0.067548
0.024783, 0.067548	 0.120378, 0.067548	 2.215565, 0.091333
0.023952, 0.091333	 0.120213, 0.091333	 2.286916, 0.015088
0.023083, 0.015088	 0.120010, 0.015088	 2.282023, -0.061127
0.022453, -0.061127	 0.120131, -0.061127	 2.220914, -0.037659
0.021935, -0.037659	 0.120374, -0.037659	 2.183274, -0.013892
0.017761, -0.013892	 0.121924, -0.013892	 2.170449, 0.164967
0.017627, 0.164967	 0.122529, 0.164967	 2.315435, 0.088175
0.017220, 0.088175	 0.122833, 0.088175	 2.383627, 0.010551
0.016932, 0.010551	 0.123257, 0.010551	 2.374196, -0.067045
0.016922, -0.067045	 0.123883, -0.067045	 2.287168, -0.145225
0.017029, -0.145225	 0.124598, -0.145225	 2.141958, -0.124371
0.017251, -0.124371	 0.125428, -0.124371	 2.017602, -0.103544
0.020157, -0.103544	 0.131779, -0.103544	 1.915014, 0.057860
0.020727, 0.057860	 0.132633, 0.057860	 1.972890, 0.077921
0.021040, 0.077921	 0.133226, 0.077921	 2.050826, 0.097816
0.021414, 0.097816	 0.133754, 0.097816	 2.148657, 0.117048
0.021755, 0.117048	 0.134249, 0.117048	 2.245720, 0.036242
0.022067, 0.036242	 0.134714, 0.036242	 2.261977, -0.044563
0.022566, -0.044563	 0.135259, -0.044563	 2.217429, -0.025968
0.027316, -0.025968	 0.140358, -0.025968	 2.192302, 0.115303
0.027928, 0.115303	 0.140929, 0.115303	 2.287618, 0.032475
0.028309, 0.032475	 0.141210, 0.032475	 2.300106, -0.051156
0.028817, -0.051156	 0.141618, -0.051156	 2.228962, -0.134777
0.029454, -0.134777	 0.142155, -0.134777	 2.094198, -0.118409
0.030200, -0.118409	 0.142776, -0.118409	 1.975802, -0.102029
0.030919, -0.102029	 0.143370, -0.102029	 1.873785, -0.086351
0.036302, -0.086351	 0.147784, -0.086351	 1.788157, 0.035235
0.036870, 0.035235	 0.148327, 0.035235	 1.823405, 0.050440
0.037197, 0.050440	 0.148689, 0.050440	 1.873856, 0.065127
0.037496, 0.065127	 0.149023, 0.065127	 1.938994, 0.079566
0.037772, 0.079566	 0.149333, 0.079566	 2.018571, 0.093976
0.037978, 0.093976	 0.149652, 0.093976	 2.112558, 0.108158
0.038158, 0.108158	 0.149943, 0.108158	 2.220727, 0.122049
0.039431, 0.122049	 0.152105, 0.122049	 2.323434, 0.133204
0.039407, 0.133204	 0.152456, 0.133204	 2.436648, 0.046867
0.039367, 0.046867	 0.152793, 0.046867	 2.463526, -0.039352
0.039457, -0.039352	 0.153262, -0.039352	 2.404184, -0.125580
0.039640, -0.125580	 0.153877, -0.125580	 2.258615, -0.211915
0.039955, -0.211915	 0.154625, -0.211915	 2.046710, -0.198215
0.040401, -0.198215	 0.155503, -0.198215	 1.848505, -0.184523
0.043723, -0.184523	 0.162210, -0.184523	 1.664618, -0.077459
0.044114, -0.077459	 0.163047, -0.077459	 1.587170, -0.063926
0.044335, -0.063926	 0.163705, -0.063926	 1.523254, -0.050655
0.044536, -0.050655	 0.164343, -0.050655	 1.472609, -0.037385
0.044741, -0.037385	 0.164935, -0.037385	 1.435234, -0.024341
0.044926, -0.024341	 0.165509, -0.024341	 1.410902, -0.011280
0.045091, -0.011280	 0.166062, -0.011280	 1.399632, 0.001764
0.046434, 0.001764	 0.170029, 0.001764	 1.401987, 0.101395
0.046648, 0.000000	 0.170479, 0.000000	 1.503392, 0.113885
0.046856, 0.000000	 0.170912, 0.000000	 1.617286, 0.125819
0.047110, 0.000000	 0.171340, 0.000000	 1.743113, 0.137517
0.047369, 0.000000	 0.171778, 0.000000	 1.880639, 0.149461
0.047628, 0.000000	 0.172215, 0.000000	 2.030109, 0.161404
0.047947, 0.000000	 0.172655, 0.000000	 2.191522, 0.173173
0.050463, 0.000000	 0.176119, 0.000000	 2.345245, 0.165929
0.050904, 0.000000	 0.176546, 0.000000	 2.491183, 0.077528
0.051394, 0.000000	 0.176935, 0.000000	 2.548720, -0.010858
0.051885, 0.000000	 0.177325, 0.000000	 2.517871, -0.099490
0.052375, 0.000000	 0.177715, 0.000000	 2.398389, -0.188138
0.052865, 0.000000	 0.178103, 0.000000	 2.210260, -0.176807
0.053393, 0.000000	 0.178465, 0.000000	 2.033462, -0.165712
0.057479, 0.000000	 0.181259, 0.000000	 1.868259, -0.079969
0.058069, 0.000000	 0.181563, 0.000000	 1.788299, -0.068968
0.058654, 0.000000	 0.181832, 0.000000	 1.719339, -0.058363
0.059240, 0.000000	 0.182101, 0.000000	 1.660984, -0.047744
0.059832, 0.000000	 0.182372, 0.000000	 1.613248, -0.037021
0.060440, 0.000000	 0.182581, 0.000000	 1.576235, -0.026511
0.061050, 0.000000	 0.182791, 0.000000	 1.549732, -0.015959
0.065770, 0.000000	 0.184413, 0.000000	 1.534258, 0.065633
0.066509, 0.000000	 0.184380, 0.000000	 1.599899, 0.075494
0.067222, 0.000000	 0.184348, 0.000000	 1.675400, 0.085015
0.067937, 0.000000	 0.184316, 0.000000	 1.760422, 0.094556
0.068708, 0.000000	 0.184220, 0.000000	 1.854985, 0.103716
0.069492, 0.000000	 0.184123, 0.000000	 1.958707, 0.113048
0.070277, 0.000000	 0.184025, 0.000000	 2.071762, 0.122386
0.076421, 0.000000	 0.183259, 0.000000	 2.194582, 0.195461
0.077489, 0.000000	 0.182969, 0.000000	 2.370049, 0.104111
0.078555, 0.000000	 0.182679, 0.000000	 2.454167, 0.012745
0.079621, 0.000000	 0.182389, 0.000000	 2.446919, -0.078615
0.080774, 0.000000	 0.182002, 0.000000	 2.348311, -0.170134
0.081924, 0.000000	 0.181615, 0.000000	 2.178183, -0.161664
0.083075, 0.000000	 0.181228, 0.000000	 2.016526, -0.153194
0.092041, 0.000000	 0.177707, 0.000000	 1.863705, -0.090620
0.093239, 0.000000	 0.177018, 0.000000	 1.773091, -0.082075
0.094413, 0.000000	 0.176342, 0.000000	 1.691023, -0.073700
0.095511, 0.000000	 0.175560, 0.000000	 1.617329, -0.065181
0.096610, 0.000000	 0.174776, 0.000000	 1.552155, -0.056645
0.097711, 0.000000	 0.173992, 0.000000	 1.495517, -0.048103
0.098756, 0.000000	 0.173108, 0.000000	 1.447420, -0.039301
0.106696, 0.000000	 0.166391, 0.000000	 1.408519, 0.027569
0.107745, 0.000000	 0.165254, 0.000000	 1.436096, 0.037480
0.108745, 0.000000	 0.164098, 0.000000	 1.473584, 0.047554
0.109745, 0.000000	 0.162940, 0.000000	 1.521145, 0.057634
0.110744, 0.000000	 0.161784, 0.000000	 1.578788, 0.067696
0.111743, 0.000000	 0.160634, 0.000000	 1.646492, 0.078173
0.119197, 0.000000	 0.152045, 0.000000	 1.725132, 0.156357
0.120144, 0.000000	 0.150908, 0.000000	 1.881498, 0.168092
0.120991, 0.000000	 0.149787, 0.000000	 2.049601, 0.180869
0.121825, 0.000000	 0.148684, 0.000000	 2.230480, 0.193446
0.122658, 0.000000	 0.147583, 0.000000	 2.403936, 0.106008
0.123422, 0.000000	 0.146592, 0.000000	 2.489954, 0.019226
0.124204, 0.000000	 0.145578, 0.000000	 2.489191, -0.067244
0.129996, 0.000000	 0.138063, 0.000000	 2.402545, -0.066996
0.130388, -0.066996	 0.136713, -0.066996	 2.315563, -0.149980
0.130878, -0.149980	 0.135494, -0.149980	 2.165596, -0.133282
0.131498, -0.133282	 0.134408, -0.133282	 2.032327, -0.116605
0.131891, -0.116605	 0.133124, -0.116605	 1.915736, -0.098498
0.132256, -0.098498	 0.131817, -0.098498	 1.817253, -0.080448
0.132592, -0.080448	 0.130483, -0.080448	 1.736819, -0.062398
0.133266, -0.062398	 0.119002, -0.062398	 1.675303, 0.085356
0.132789, 0.085356	 0.117225, 0.085356	 1.760677, 0.109115
0.132081, 0.109115	 0.115235, 0.109115	 1.869811, 0.132581
0.131110, 0.132581	 0.113172, 0.132581	 2.002412, 0.158266
0.130082, 0.158266	 0.111031, 0.158266	 2.160700, 0.184449
0.129014, 0.184449	 0.108851, 0.184449	 2.325170, 0.110600
0.127716, 0.110600	 0.106681, 0.110600	 2.415793, 0.038692
0.119023, 0.038692	 0.091545, 0.038692	 2.435731, 0.146105
0.117765, 0.146105	 0.089670, 0.146105	 2.561864, 0.079439
0.116391, 0.079439	 0.087747, 0.079439	 2.621331, 0.014130
0.115152, 0.014130	 0.085970, 0.014130	 2.615489, -0.051870
0.114017, -0.051870	 0.084296, -0.051870	 2.543646, -0.117807
0.113119, -0.117807	 0.082888, -0.117807	 2.405868, -0.182367
0.107287, -0.182367	 0.073297, -0.182367	 2.205066, -0.021051
0.106874, -0.021051	 0.072250, -0.021051	 2.184046, 0.017076
0.106401, 0.017076	 0.071025, 0.017076	 2.201151, 0.054118
0.105866, 0.054118	 0.069737, 0.054118	 2.235298, -0.008746
0.105273, -0.008746	 0.068390, -0.008746	 2.206582, -0.071610
0.104985, -0.071610	 0.067443, -0.071610	 2.135002, -0.034259
0.104801, -0.034259	 0.066612, -0.034259	 2.100771, 0.002338
