0.000000, -0.004153	 -0.008279, -0.012378	 -0.016440, -0.020475
-1.147591, -1.157235	 -1.149500, -1.141966	 -1.134634, -1.120651
-1.107002, -1.093686	 -1.081099, -1.066857	 -1.052946, -1.039341
-1.028078, -1.017077	 -1.006336, -0.995577	 -0.977739, -0.960249
-0.943051, -0.926185	 -0.909651, -0.889524	 -0.869760, -0.843027
-0.818060, -0.793563	 -0.769535, -0.741439	 -0.713894, -0.686887
-0.662597, -0.638762	 -0.615380, -0.587229	 -0.559619, -0.532548
-0.505776, -0.467624	 -0.430186, -0.393460	 -0.355919, -0.319095
-0.282983, -0.239035	 -0.188853, -0.139634	 -0.084190, -0.029832
0.023447, 0.075654	 0.131725, 0.203010	 0.272854, 0.345680
0.417008, 0.486845	 0.561779, 0.634496	 0.719901, 0.807218
0.892645, 0.976192	 1.057882, 1.132466	 1.203739, 1.268789
1.327574, 1.384936	 1.440884, 1.493938	 1.545656, 1.594122
1.633778, 1.672381	 1.709940, 1.741348	 1.771852, 1.801458
1.825037, 1.831524	 1.837629, 1.835035	 1.832257, 1.829300
1.813902, 1.797217	 1.763139, 1.721010	 1.679602, 1.638913
1.598949, 1.561095	 1.523520, 1.488178	 1.453533, 1.419581
1.386323, 1.349906	 1.314254, 1.279677	 1.234534, 1.190319
1.147008, 1.100484	 1.054938, 1.010768	 0.945632, 0.881807
0.812800, 0.745194	 0.678983, 0.614380	 0.535986, 0.459223
0.379907, 0.302294	 0.226374, 0.153287	 0.077326, 0.003126
-0.069017, -0.139422	 -0.208101, -0.272232	 -0.333219, -0.392599
-0.447592, -0.501060	 -0.553016, -0.603480	 -0.645437, -0.679561
-0.712570, -0.741469	 -0.769338, -0.796187	 -0.819153, -0.838244
-0.852532, -0.864962	 -0.876780, -0.887996	 -0.897792, -0.907056
-0.913562, -0.917788	 -0.921677, -0.925235	 -0.928271, -0.931019
-0.933481, -0.935271	 -0.936035, -0.936603	 -0.936070, -0.935375
-0.934527, -0.931681	 -0.927722, -0.920259	 -0.912329, -0.904452
-0.896630, -0.887430	 -0.877850, -0.869210	 -0.859932, -0.850882
-0.842058, -0.822297	 -0.803402, -0.790987	 -0.794368, -0.797787
-0.801243, -0.804606	 -0.808032, -0.812361	 -0.829797, -0.847014
-0.864010, -0.882528	 -0.900780, -0.918765	 -0.936937, -0.957041
-0.976761, -0.994021	 -1.010927, -1.027479	 -1.043681, -1.057409
-1.062665, -1.067735	 -1.066975, -1.066130	 -1.065203, -1.053766
-1.041684, -1.012202	 -0.975522, -0.939432	 -0.903932, -0.859201
-0.815252, -0.771419	 -0.705586, -0.641010	 -0.577685, -0.507543
-0.438812, -0.371485	 -0.297527, -0.210324	 -0.124988, -0.036881
0.049281, 0.133507	 0.215328, 0.293493	 0.370528, 0.447838
0.523266, 0.596828	 0.668545, 0.740849	 0.808548, 0.877682
0.945022, 1.010583	 1.074381, 1.138616	 1.201093, 1.258551
1.313552, 1.366988	 1.418873, 1.467156	 1.513977, 1.559348
1.596265, 1.628665	 1.659936, 1.689473	 1.717945, 1.745365
1.785304, 1.820728	 1.881883, 1.951087	 2.018423, 2.083908
2.147571, 2.215279	 2.277386, 2.362597	 2.468279, 2.571283
2.671632, 2.790379	 2.906104, 3.014217	 3.159814, 3.301787
3.440164, 3.581878	 3.719945, 3.854396	 3.979631, 4.043746
4.105694, 4.100272	 4.094082, 4.087143	 4.079499, 3.986693
3.864310, 3.743707	 3.648812, 3.555205	 3.462887, 3.389723
3.314088, 3.243669	 3.166636, 3.090578	 3.015502, 2.932402
2.850391, 2.765936	 2.626924, 2.489980	 2.355110, 2.204165
2.055617, 1.905819	 1.735681, 1.568403	 1.403980, 1.237404
1.073779, 0.913095	 0.749206, 0.580749	 0.415544, 0.251098
0.089946, -0.067925	 -0.223113, -0.371686	 -0.516976, -0.656155
-0.792115, -0.924877	 -1.047536, -1.157315	 -1.264281, -1.362171
-1.457416, -1.550039	 -1.629142, -1.697171	 -1.763165, -1.823988
-1.882923, -1.939991	 -1.993405, -2.040525	 -2.083962, -2.125420
-2.165439, -2.204037	 -2.240280, -2.275189	 -2.304716, -2.332628
-2.359398, -2.385044	 -2.409007, -2.431893	 -2.449834, -2.464774
-2.478815, -2.491971	 -2.502875, -2.512952	 -2.518294, -2.518460
-2.518017, -2.516976	 -2.512438, -2.507395	 -2.498045, -2.480907
-2.463572, -2.446050	 -2.428176, -2.410165	 -2.388941, -2.386115
-2.382943, -2.379432	 -2.375478, -2.371286	 -2.364799, -2.362701
-2.360324, -2.357673	 -2.359632, -2.361220	 -2.360275, -2.359838
-2.359056, -2.357936	 -2.358401, -2.358488	 -2.358204, -2.353275
-2.348465, -2.343336	 -2.331926, -2.320326	 -2.308544, -2.290817
-2.270341, -2.249214	 -2.222828, -2.196556	 -2.170405, -2.147477
-2.124597, -2.099141	 -2.065713, -2.032579	 -1.999734, -1.963535
-1.927720, -1.892294	 -1.855216, -1.806047	 -1.757582, -1.708323
-1.659795, -1.611997	 -1.564925, -1.512986	 -1.460014, -1.404282
-1.349467, -1.295566	 -1.242567, -1.183327	 -1.124224, -1.050867
-0.974140, -0.898849	 -0.824987, -0.745587	 -0.667749, -0.591453
-0.506282, -0.422887	 -0.341258, -0.258145	 -0.176857, -0.097383
-0.025739, 0.041185	 0.106532, 0.171219	 0.234342, 0.295911
0.356558, 0.413649	 0.473571, 0.532134	 0.589222, 0.644848
0.704356, 0.762330	 0.816376, 0.885312	 0.952516, 1.018002
1.092834, 1.165765	 1.236809, 1.303022	 1.384254, 1.463395
1.540472, 1.618439	 1.694315, 1.768119	 1.844702, 1.934475
2.021870, 2.114367	 2.204371, 2.291905	 2.378010, 2.456893
2.534953, 2.611882	 2.686502, 2.758831	 2.830470, 2.899843
2.961203, 3.011823	 3.060568, 3.107459	 3.152533, 3.197847
3.241364, 3.276902	 3.291604, 3.305166	 3.317609, 3.316732
3.315023, 3.312501	 3.279636, 3.194726	 3.110727, 2.993278
2.877486, 2.763353	 2.654967, 2.544317	 2.459162, 2.375246
2.324291, 2.273925	 2.224176, 2.181282	 2.136555, 2.097311
2.056093, 2.015350	 1.975069, 1.923416	 1.870383, 1.794123
1.719040, 1.645134	 1.572388, 1.498997	 1.425052, 1.350483
1.277716, 1.206181	 1.135854, 1.064074	 0.993556, 0.923296
0.833449, 0.745190	 0.658518, 0.558763	 0.460853, 0.364034
0.236075, 0.110611	 -0.012339, -0.138529	 -0.262110, -0.382286
-0.508414, -0.631679	 -0.749240, -0.863978	 -0.975913, -1.081221
-1.176217, -1.268632	 -1.358490, -1.445823	 -1.530651, -1.607021
-1.680225, -1.751195	 -1.823008, -1.892602	 -1.959997, -2.023848
-2.095273, -2.164483	 -2.231514, -2.296372	 -2.359079, -2.419641
-2.473304, -2.519666	 -2.564075, -2.605577	 -2.645114, -2.682713
-2.710936, -2.729419	 -2.735521, -2.734146	 -2.731488, -2.727578
-2.716481, -2.704252	 -2.682051, -2.641273	 -2.599959, -2.558138
-2.508946, -2.459409	 -2.409548, -2.351062	 -2.276688, -2.202671
-2.129082, -2.053001	 -1.977439, -1.902406	 -1.820305, -1.737681
-1.656076, -1.575948	 -1.496841, -1.418760	 -1.343891, -1.267127
-1.195846, -1.130313	 -1.065890, -1.002577	 -0.945343, -0.889160
-0.833546, -0.805292	 -0.777649, -0.750615	 -0.735344, -0.720469
-0.706587, -0.709600	 -0.712634, -0.715690	 -0.721952, -0.728145
-0.734268, -0.741933	 -0.754712, -0.767205	 -0.776170, -0.784899
-0.793393, -0.802952	 -0.811631, -0.817094	 -0.806326, -0.795676
-0.785145, -0.774733	 -0.759856, -0.744622	 -0.711214, -0.678408
-0.646201, -0.614593	 -0.585757, -0.557486	 -0.529758, -0.512125
-0.494898, -0.478072	 -0.467408, -0.457020	 -0.447329, -0.433993
-0.420986, -0.405326	 -0.390060, -0.375185	 -0.361226, -0.352380
-0.343799, -0.333242	 -0.322987, -0.313030	 -0.303976, -0.279869
-0.256322, -0.230607	 -0.205479, -0.180933	 -0.156960, -0.119382
-0.070546, -0.022839	 0.029776, 0.081151	 0.131275, 0.184202
0.235681, 0.293098	 0.348989, 0.403368	 0.456231, 0.502873
0.536881, 0.565984	 0.594002, 0.620958	 0.646882, 0.663391
0.668522, 0.673106	 0.671619, 0.669717	 0.667409, 0.662806
0.655162, 0.655194	 0.658669, 0.661758	 0.664469, 0.674439
0.683909, 0.690876	 0.720891, 0.750035	 0.778317, 0.814167
0.849006, 0.882845	 0.922271, 0.974438	 1.025204, 1.080005
1.133309, 1.185131	 1.239595, 1.289428	 1.342772, 1.392272
1.440227, 1.486654	 1.531546, 1.571326	 1.605521, 1.627431
1.640613, 1.652882	 1.664251, 1.666857	 1.668767, 1.665714
1.644011, 1.622172	 1.600207, 1.573735	 1.547278, 1.520846
1.489977, 1.465991	 1.442093, 1.426254	 1.410380, 1.394476
1.378574, 1.368305	 1.379812, 1.390832	 1.408696, 1.425933
1.442551, 1.466606	 1.488026, 1.520542	 1.555940, 1.590325
1.623706, 1.653334	 1.682018, 1.707443	 1.711734, 1.715573
1.718967, 1.718066	 1.716811, 1.715212	 1.710206, 1.691775
1.673357, 1.643895	 1.614693, 1.585756	 1.551539, 1.515904
1.474397, 1.437309	 1.400768, 1.364773	 1.329333, 1.299207
1.268585, 1.248676	 1.219338, 1.190496	 1.162150, 1.137943
1.114132, 1.090185	 1.056817, 1.023927	 0.991517, 0.948342
0.905833, 0.863990	 0.808305, 0.726298	 0.645710, 0.557503
0.470874, 0.385818	 0.297746, 0.210538	 0.130378, 0.050896
-0.026997, -0.103309	 -0.178707, -0.252514	 -0.324052, -0.402204
-0.478640, -0.553370	 -0.629101, -0.703130	 -0.775468, -0.847950
-0.926492, -1.003229	 -1.083761, -1.162386	 -1.239114, -1.316110
-1.399148, -1.480088	 -1.556540, -1.630943	 -1.703314, -1.773672
-1.843829, -1.912292	 -1.978553, -2.040448	 -2.100202, -2.157837
-2.211536, -2.256365	 -2.291125, -2.321746	 -2.350552, -2.377569
-2.399268, -2.419312	 -2.429657, -2.427825	 -2.424777, -2.420535
-2.411950, -2.402299	 -2.391605, -2.369798	 -2.339064, -2.307810
-2.271057, -2.233946	 -2.196497, -2.154163	 -2.104745, -2.048397
-1.991664, -1.935142	 -1.878845, -1.822198	 -1.765849, -1.704522
-1.648402, -1.592751	 -1.537575, -1.482917	 -1.432396, -1.382333
-1.329196, -1.286012	 -1.243254, -1.200926	 -1.162413, -1.124284
-1.086543, -1.047730	 -1.010853, -0.974411	 -0.940376, -0.906754
-0.873545, -0.840647	 -0.806687, -0.775477	 -0.745025, -0.714998
-0.685398, -0.657671	 -0.629364, -0.600817	 -0.572127, -0.543899
-0.516132, -0.487746	 -0.459313, -0.431173	 -0.405290, -0.379877
-0.354932, -0.330654	 -0.306844, -0.283430	 -0.264507, -0.245994
-0.227890, -0.215410	 -0.203239, -0.191373	 -0.169922, -0.149776
-0.130074, -0.105181	 -0.080814, -0.056970	 -0.030463, -0.004683
0.028464, 0.066983	 0.104703, 0.141627	 0.177766, 0.217832
0.256549, 0.303619	 0.351683, 0.398666	 0.444576, 0.491553
0.537409, 0.580855	 0.624693, 0.667384	 0.708937, 0.746312
0.782620, 0.817871	 0.846217, 0.868254	 0.889466, 0.906749
0.923282, 0.939073	 0.954132, 0.963204	 0.972320, 0.980854
0.987204, 0.993020	 0.998314, 1.001375	 1.001330, 1.007190
1.015019, 1.022329	 1.029126, 1.038581	 1.047490, 1.053474
1.074720, 1.095218	 1.114979, 1.142683	 1.169496, 1.195427
1.218169, 1.265147	 1.310840, 1.355269	 1.409758, 1.462776
1.514336, 1.577296	 1.673273, 1.766873	 1.870701, 1.971928
2.070574, 2.185458	 2.293146, 2.426844	 2.572305, 2.714024
2.852031, 2.996230	 3.136571, 3.266223	 3.410431, 3.550580
3.686706, 3.807822	 3.925194, 4.038860	 4.139472, 4.169984
4.198278, 4.224371	 4.229086, 4.232061	 4.233333, 4.192368
4.099059, 4.006083	 3.896991, 3.788588	 3.680894, 3.555159
3.417639, 3.281642	 3.144233, 3.008437	 2.874263, 2.741756
2.604388, 2.469091	 2.336529, 2.205726	 2.076688, 1.948427
1.817118, 1.668701	 1.522509, 1.378546	 1.228012, 1.079875
0.930568, 0.768626	 0.609387, 0.452849	 0.296432, 0.142752
-0.010379, -0.169392	 -0.325378, -0.478349	 -0.629056, -0.776727
-0.921376, -1.061882	 -1.200290, -1.335582	 -1.467783, -1.597196
-1.723487, -1.846682	 -1.961071, -2.069296	 -2.174506, -2.273643
-2.369837, -2.463119	 -2.548538, -2.623902	 -2.686335, -2.738364
-2.788116, -2.835618	 -2.874385, -2.911060	 -2.937107, -2.936706
-2.935011, -2.932046	 -2.919901, -2.906724	 -2.884333, -2.844134
-2.803587, -2.762717	 -2.719300, -2.675680	 -2.625063, -2.569887
-2.514953, -2.460272	 -2.405896, -2.349166	 -2.292815, -2.231930
-2.184036, -2.136477	 -2.089263, -2.045460	 -2.001973, -1.958807
-1.917837, -1.886552	 -1.855418, -1.829068	 -1.802792, -1.776598
-1.751640, -1.723923	 -1.700960, -1.677009	 -1.653132, -1.629335
-1.606899, -1.584537	 -1.559814, -1.531104	 -1.502624, -1.474384
-1.446385, -1.419763	 -1.393367, -1.365176	 -1.343875, -1.322712
-1.301690, -1.282757	 -1.263929, -1.245212	 -1.230071, -1.219138
-1.208173, -1.202725	 -1.197138, -1.191416	 -1.185991, -1.178840
-1.174560, -1.170664	 -1.166575, -1.162300	 -1.157843, -1.155332
-1.150686, -1.150490	 -1.154854, -1.158797	 -1.162326, -1.167878
-1.172974, -1.175224	 -1.176101, -1.176572	 -1.176638, -1.173285
-1.169601, -1.165591	 -1.158552, -1.151456	 -1.144078, -1.136423
-1.127645, -1.118616	 -1.109344, -1.094326	 -1.073241, -1.052160
-1.025046, -0.998049	 -0.971176, -0.938804	 -0.903941, -0.857141
-0.802144, -0.747886	 -0.694369, -0.641595	 -0.587014, -0.531346
-0.469442, -0.407102	 -0.345824, -0.285605	 -0.224880, -0.165261
-0.106163, -0.052904	 -0.000718, 0.050398	 0.097396, 0.143384
0.188368, 0.229228	 0.262571, 0.295093	 0.324110, 0.352363
0.379860, 0.403409	 0.424900, 0.439074	 0.450111, 0.460696
0.470833, 0.478533	 0.485844, 0.491234	 0.490735, 0.490053
0.489189, 0.485801	 0.482319, 0.478747	 0.472430, 0.462612
0.452930, 0.442135	 0.431535, 0.421131	 0.410935, 0.400810
0.393633, 0.386719	 0.382948, 0.379376	 0.376000, 0.374816
0.374754, 0.380059	 0.388787, 0.397527	 0.406276, 0.417907
0.430662, 0.451478	 0.472030, 0.492319	 0.512318, 0.529650
0.547418, 0.576490	 0.605005, 0.632983	 0.660424, 0.692207
0.723330, 0.753578	 0.781945, 0.809632	 0.836642, 0.862801
0.888280, 0.913087	 0.935209, 0.964728	 0.993421, 1.014526
1.034944, 1.054681	 1.073725, 1.095514	 1.119153, 1.141970
1.166289, 1.189749	 1.212360, 1.234322	 1.252689, 1.270897
1.290691, 1.309620	 1.327697, 1.346038	 1.363508, 1.376655
1.390691, 1.403797	 1.415989, 1.421977	 1.427156, 1.431538
1.423475, 1.399745	 1.375682, 1.342626	 1.309409, 1.276046
1.232146, 1.182610	 1.133190, 1.078585	 1.024203, 0.970047
0.908338, 0.836205	 0.764766, 0.688138	 0.612378, 0.537494
0.455205, 0.365250	 0.276700, 0.187822	 0.100458, 0.014605
-0.070319, -0.154332	 -0.237336, -0.317164	 -0.395181, -0.471400
-0.543646, -0.614082	 -0.680156, -0.733992	 -0.786159, -0.836677
-0.880970, -0.923709	 -0.964912, -0.999915	 -1.010429, -1.019986
-1.015781, -1.010916	 -1.005406, -0.999278	 -0.973774, -0.919136
-0.864973, -0.795322	 -0.726485, -0.658468	 -0.576535, -0.492675
-0.377411, -0.245459	 -0.115890, 0.011304	 0.148755, 0.283538
0.415950, 0.538975	 0.659317, 0.776992	 0.876785, 0.974175
1.069181, 1.140275	 1.160501, 1.179583	 1.175299, 1.170305
1.164620, 1.134014	 1.076730, 1.019748	 0.951930, 0.884670
0.817978, 0.735893	 0.638273, 0.542066	 0.439559, 0.338708
0.239512, 0.134375	 0.034201, -0.063912	 -0.155714, -0.245403
-0.332992, -0.403954	 -0.469934, -0.491035	 -0.487708, -0.483777
-0.479257, -0.446862	 -0.410346, -0.341136	 -0.264814, -0.189664
-0.115687, -0.051984	 0.011455, 0.003365	 -0.046684, -0.096074
-0.144801, -0.240974	 -0.335597, -0.430847	 -0.573819, -0.714108
-0.851723, -0.986697	 -1.118863, -1.247266	 -1.310721, -1.372105
-1.431440, -1.435821	 -1.439087, -1.434754	 -1.287328, -1.141774
-0.998104, -0.835615	 -0.675538, -0.512795	 -0.348360, -0.186920
-0.028466, 0.109080	 0.243889, 0.375976	 0.476698, 0.499708
0.521853, 0.512438	 0.502765, 0.492843	 0.453518, 0.382819
0.313157, 0.226593	 0.141464, 0.057769	 -0.020834, -0.099478
-0.184039, -0.261578	 -0.337536, -0.411922	 -0.484689, -0.547875
-0.608473, -0.658711	 -0.704797, -0.749585	 -0.793090, -0.829946
-0.865623, -0.897077	 -0.898976, -0.900252	 -0.900919, -0.888004
-0.874756, -0.861187	 -0.831607, -0.786136	 -0.741088, -0.693995
-0.647429, -0.601394	 -0.550612, -0.511159	 -0.472253, -0.437821
-0.403885, -0.370444	 -0.336074, -0.301397	 -0.274922, -0.251977
-0.229416, -0.207238	 -0.191760, -0.176532	 -0.161185, -0.134505
-0.100492, -0.067099	 -0.034323, 0.009599	 0.052673, 0.095010
0.163928, 0.231462	 0.297618, 0.396805	 0.493942, 0.589038
0.728271, 0.975098	 1.216707, 0.879573	 0.548922, 0.224723
-0.048548, -0.316363	 -0.537314, -0.735062	 -0.928676, -1.118179
-1.303616, -1.475664	 -1.641266, -1.844317	 -2.042843, -2.236870
-2.426426, -2.646156	 -2.860802, -3.065479	 -2.828690, -2.595977
-2.367330, -2.200526	 -2.036613, -1.875586	 -1.762518, -1.706753
-1.651817, -1.610327	 -1.569404, -1.529049	 -1.496346, -1.479820
-1.463341, -1.452788	 -1.442170, -1.431492	 -1.425454, -1.449229
-1.472361, -1.509814	 -1.546330, -1.581916	 -1.631551, -1.711683
-1.795823, -1.877453	 -1.956594, -2.034253	 -2.101453, -2.130689
-2.089616, -2.047246	 -2.003615, -1.816831	 -1.616654, -1.861761
-2.074037, -2.279669	 -2.478720, -2.656775	 -2.814232, -2.954383
-3.091451, -3.224409	 -3.353297, -3.487495	 -3.610715, -3.159099
-2.787880, -2.424070	 -2.067637, -1.844448	 -1.626272, -1.417074
-1.446561, -1.476389	 -1.506540, -1.551011	 -1.595259, -1.643369
-1.690379, -1.735919	 -1.780008, -1.808442	 -1.835354, -1.860765
-1.845631, -1.659809	 -1.476152, -1.167551	 -0.863717, -0.564652
-0.197331, 0.170216	 -0.044589, -0.241464	 -0.433998, -0.622216
-0.807713, -0.986939	 -0.574013, -0.233062	 0.100594, 0.426996
0.622796, 0.813751	 0.993426, 0.928829	 0.864290, 0.799823
0.720081, 0.640890	 0.555887, 0.483783	 0.412850, 0.343084
0.286750, 0.231523	 0.177379, 0.210513	 0.243433, 0.276130
0.406398, 0.534526	 0.660517, 0.787161	 1.125082, 1.456388
1.780976, 2.117667	 2.447320, 2.769972	 3.089886, 3.396339
3.695531, 3.974836	 4.247141, 4.512500	 4.751699, 4.973002
5.116377, 5.197863	 5.275772, 5.350154	 5.346901, 5.341638
5.320248, 5.150174	 4.981328, 4.813745	 4.631118, 4.450282
4.271256, 4.083425	 3.905744, 3.730413	 3.557576, 3.402493
3.249619, 3.098958	 2.967913, 2.893716	 2.820503, 2.783733
2.747244, 2.711041	 2.706628, 2.698926	 2.731227, 2.770893
2.809158, 2.846036	 2.879955, 2.912479	 2.938773, 2.929591
2.919720, 2.909175	 2.897932, 2.867264	 2.836308, 2.799031
2.711996, 2.625801	 2.540454, 2.443399	 2.347461, 2.252646
2.146381, 2.036291	 1.927719, 1.820066	 1.713918, 1.609277
1.506143, 1.399063	 1.296102, 1.194693	 1.095193, 0.997235
0.900820, 0.809522	 0.717244, 0.632952	 0.554519, 0.477353
0.401451, 0.326808	 0.255795, 0.184456	 0.121094, 0.063610
0.007071, -0.048523	 -0.098785, -0.148206	 -0.197750, -0.232059
-0.265888, -0.299236	 -0.323744, -0.347924	 -0.372770, -0.400758
-0.428206, -0.455117	 -0.479533, -0.503470	 -0.526930, -0.548858
-0.571701, -0.594074	 -0.616484, -0.638415	 -0.659869, -0.682293
-0.703782, -0.722875	 -0.737825, -0.752390	 -0.766575, -0.782096
-0.797204, -0.811193	 -0.821664, -0.831823	 -0.841674, -0.851214
-0.863698, -0.875812	 -0.886726, -0.893376	 -0.899691, -0.905677
-0.908361, -0.910783	 -0.912949, -0.913497	 -0.914646, -0.915578
-0.912575, -0.909469	 -0.906262, -0.908776	 -0.909576, -0.912346
-0.906019, -0.899675	 -0.893315, -0.893214	 -0.892913, -0.891041
-0.877316, -0.863707	 -0.850215, -0.836842	 -0.813143, -0.789772
-0.765780, -0.718602	 -0.672261, -0.626755	 -0.571156, -0.516609
-0.463109, -0.408449	 -0.352629, -0.297939	 -0.241663, -0.186562
-0.132631, -0.081331	 -0.031844, 0.020606	 0.075551, 0.129241
0.181685, 0.232891	 0.282687, 0.329698	 0.370340, 0.406129
0.440862, 0.474548	 0.501408, 0.527340	 0.549706, 0.553949
0.557649, 0.560816	 0.570983, 0.580491	 0.589352, 0.596551
0.593029, 0.589258	 0.592401, 0.595194	 0.597642, 0.612909
0.625831, 0.645484	 0.664605, 0.683113	 0.701014, 0.718315
0.739838, 0.758991	 0.767240, 0.771633	 0.775638, 0.779259
0.780634, 0.781656	 0.780183, 0.761121	 0.742083, 0.723073
0.706670, 0.690273	 0.673887, 0.658013	 0.629303, 0.600888
0.571222, 0.541870	 0.512836, 0.484104	 0.452941, 0.413404
0.374364, 0.337879	 0.301852, 0.266284	 0.231639, 0.195748
0.164798, 0.134757	 0.105074, 0.075753	 0.050631, 0.025774
-0.000288, -0.033018	 -0.065324, -0.097206	 -0.138053, -0.178310
-0.217977, -0.258873	 -0.309558, -0.359320	 -0.404933, -0.449653
-0.493483, -0.536255	 -0.577595, -0.616421	 -0.653788, -0.690230
-0.725756, -0.760373	 -0.789693, -0.816641	 -0.834297, -0.848572
-0.862298, -0.875483	 -0.907309, -0.938235	 -0.966405, -0.964498
-0.962248, -0.959661	 -0.956672, -0.979971	 -1.002316, -1.020508
-1.009928, -0.998849	 -0.987844, -0.983711	 -0.979520, -0.975271
-1.005352, -1.005588	 -1.005550, -0.994261	 -0.982933, -0.971568
-0.955100, -0.937038	 -0.931014, -0.949948	 -0.967958, -0.985056
-0.985287, -0.984811	 -0.979047, -0.987085	 -0.995280, -1.003629
-1.014056, -1.024586	 -1.035213, -1.038718	 -1.047111, -1.055510
-1.061856, -1.068387	 -1.075097, -1.074140	 -1.074311, -1.074962
-1.086332, -1.098373	 -1.111068, -1.105110	 -1.104210, -1.101635
-1.095543, -1.090117	 -1.085344, -1.081273	 -1.076913, -1.077253
-1.068162, -1.040142	 -1.013509, -0.988254	 -0.972481, -0.957238
-0.943963, -0.912318	 -0.881614, -0.851841	 -0.814046, -0.777201
-0.741299, -0.732262	 -0.646467, -0.562283	 -0.544618, -0.526716
-0.508587, -0.546474	 -0.577281, -0.584841	 -0.588227, -0.591150
-0.593621, -0.574679	 -0.555560, -0.532556	 -0.554152, -0.574351
-0.593174, -0.610733	 -0.603474, -0.595463	 -0.580838, -0.574425
-0.568342, -0.562584	 -0.559441, -0.556644	 -0.554186, -0.536806
-0.520261, -0.504174	 -0.494709, -0.485512	 -0.476582, -0.470814
-0.465313, -0.438951	 -0.410589, -0.382766	 -0.355479, -0.329473
-0.303977, -0.278987	 -0.177605, -0.077856	 0.020261, 0.030624
0.041606, 0.053188	 0.070968, 0.122210	 0.172277, 0.221175
0.269702, 0.317134	 0.363478, 0.403329	 0.428055, 0.452255
0.469619, 0.486601	 0.503203, 0.517434	 0.530971, 0.547206
0.555444, 0.563493	 0.571352, 0.579025	 0.579054, 0.578936
0.633335, 0.563035	 0.494369, 0.427324	 0.203109, -0.016066
-0.226107, -0.209182	 -0.191632, -0.173475	 -0.168507, -0.162768
-0.156275, -0.146902	 -0.137643, -0.127684	 -0.117348, -0.106261
-0.094439, -0.083037	 -0.064124, -0.053509	 -0.047107, -0.039731
-0.031404, -0.025329	 -0.011625, -0.019900	 -0.029783, -0.038963
-0.047451, -0.058103	 -0.068214, -0.075581	 -0.115313, -0.153629
-0.190546, -0.225858	 -0.285516, -0.343077	 -0.392171, -0.352723
-0.313226, -0.273697	 -0.227203, -0.180965	 -0.134994, -0.079150
-0.023283, 0.031582	 0.081730, 0.130827	 0.178882, 0.225901
0.272245, 0.306215	 0.339507, 0.368842	 0.397574, 0.425707
0.453397, 0.480007	 0.499593, 0.520774	 0.541350, 0.561328
0.580714, 0.593443	 0.604432, 0.611446	 0.618973, 0.626187
